"scenario_key","scope_label","block","root_kind","family","tau_label","fit_size","prior_semantics","model","gate_overall.mcmc","healthy.mcmc","gate_rank_num.mcmc","runtime_sec.mcmc","selected_pool.mcmc","selected_candidate.mcmc","gate_overall.vb","healthy.vb","gate_rank_num.vb","runtime_sec.vb","selected_pool.vb","selected_candidate.vb","gate_delta_mcmc_minus_vb","gate_comparison","runtime_ratio_mcmc_over_vb","faster_method"
"dynamic::laplace::0p25::5000::default","root__dynamic__laplace__tau_0p25__lasttt_5000","dynamic","dynamic","laplace","0p25",5000,"default","exdqlm","WARN",TRUE,2,18538.16,"dynamic_summary_csv","slice_wave2_20260319_laplace_indep1","PASS",TRUE,1,500.023,"syncedbase_faithful_replay_20260407","row_0020",-1,"vb_better",37.074615,"vb"
"dynamic::laplace::0p95::500::default","root__dynamic__laplace__tau_0p95__lasttt_500","dynamic","dynamic","laplace","0p95",500,"default","dqlm","PASS",TRUE,1,844.627,"dynamic_archive_rescore_20260405","archive_existing","PASS",TRUE,1,,"baseline_original","baseline",0,"tie",,
"dynamic::laplace::0p95::500::default","root__dynamic__laplace__tau_0p95__lasttt_500","dynamic","dynamic","laplace","0p95",500,"default","exdqlm","PASS",TRUE,1,191.49,"syncedbase_faithful_replay_20260407","row_0270","PASS",TRUE,1,169.155,"syncedbase_faithful_replay_20260407","row_0022",0,"tie",1.132039,"vb"
"dynamic::laplace::0p95::5000::default","root__dynamic__laplace__tau_0p95__lasttt_5000","dynamic","dynamic","laplace","0p95",5000,"default","dqlm","PASS",TRUE,1,895.076,"syncedbase_faithful_replay_20260407","row_0271","PASS",TRUE,1,435.018,"syncedbase_faithful_replay_20260407","row_0023",0,"tie",2.057561,"vb"
"dynamic::laplace::0p95::5000::default","root__dynamic__laplace__tau_0p95__lasttt_5000","dynamic","dynamic","laplace","0p95",5000,"default","exdqlm","PASS",TRUE,1,19448.623,"dynamic_summary_csv","tierA_sync_20260322_Q04_exdqlm_tau0p95_tt5000_laplace","PASS",TRUE,1,962.852,"syncedbase_faithful_replay_20260407","row_0024",0,"tie",20.198975,"vb"
"dynamic::normal::0p05::500::default","root__dynamic__normal__tau_0p05__lasttt_500","dynamic","dynamic","normal","0p05",500,"default","dqlm","PASS",TRUE,1,448.683,"dynamic_archive_rescore_20260405","archive_existing","PASS",TRUE,1,,"baseline_original","baseline",0,"tie",,
"dynamic::normal::0p05::500::default","root__dynamic__normal__tau_0p05__lasttt_500","dynamic","dynamic","normal","0p05",500,"default","exdqlm","FAIL",FALSE,3,,"baseline_original","baseline","PASS",TRUE,1,401.386,"syncedbase_faithful_replay_20260407","row_0026",-2,"vb_better",,
"dynamic::normal::0p05::5000::default","root__dynamic__normal__tau_0p05__lasttt_5000","dynamic","dynamic","normal","0p05",5000,"default","dqlm","PASS",TRUE,1,18534.76,"dynamic_summary_csv","tierA_sync_20260322_Q01_dqlm_tau0p05_tt5000_normal","PASS",TRUE,1,388.781,"syncedbase_faithful_replay_20260407","row_0027",0,"tie",47.674038,"vb"
"dynamic::normal::0p05::5000::default","root__dynamic__normal__tau_0p05__lasttt_5000","dynamic","dynamic","normal","0p05",5000,"default","exdqlm","FAIL",FALSE,3,,"baseline_original","baseline","WARN",TRUE,2,,"baseline_original","baseline",-1,"vb_better",,
"dynamic::normal::0p25::500::default","root__dynamic__normal__tau_0p25__lasttt_500","dynamic","dynamic","normal","0p25",500,"default","dqlm","PASS",TRUE,1,176.544,"hybrid_291_selection","row57_cppgig_same_seed_20260330","PASS",TRUE,1,,"baseline_original","baseline",0,"tie",,
"dynamic::normal::0p25::500::default","root__dynamic__normal__tau_0p25__lasttt_500","dynamic","dynamic","normal","0p25",500,"default","exdqlm","WARN",TRUE,2,742.807,"dynamic_summary_csv","slice_wave1_20260319","PASS",TRUE,1,100.42,"syncedbase_faithful_replay_20260407","row_0030",-1,"vb_better",7.397003,"vb"
"dynamic::normal::0p25::5000::default","root__dynamic__normal__tau_0p25__lasttt_5000","dynamic","dynamic","normal","0p25",5000,"default","dqlm","PASS",TRUE,1,1745.188,"syncedbase_faithful_replay_20260407","row_0277","PASS",TRUE,1,,"baseline_original","baseline",0,"tie",,
"dynamic::normal::0p25::5000::default","root__dynamic__normal__tau_0p25__lasttt_5000","dynamic","dynamic","normal","0p25",5000,"default","exdqlm","WARN",TRUE,2,16500.059,"dynamic_summary_csv","slice_wave2_20260319","PASS",TRUE,1,507.891,"syncedbase_faithful_replay_20260407","row_0032",-1,"vb_better",32.487402,"vb"
"dynamic::normal::0p95::500::default","root__dynamic__normal__tau_0p95__lasttt_500","dynamic","dynamic","normal","0p95",500,"default","dqlm","WARN",TRUE,2,,"baseline_original","baseline","PASS",TRUE,1,36.012,"syncedbase_faithful_replay_20260407","row_0033",-1,"vb_better",,
"dynamic::normal::0p95::500::default","root__dynamic__normal__tau_0p95__lasttt_500","dynamic","dynamic","normal","0p95",500,"default","exdqlm","PASS",TRUE,1,1645.373,"dynamic_summary_csv","tierA_sync_20260322_Q05_exdqlm_tau0p95_tt500_normal","PASS",TRUE,1,152.831,"syncedbase_faithful_replay_20260407","row_0034",0,"tie",10.765964,"vb"
"dynamic::normal::0p95::5000::default","root__dynamic__normal__tau_0p95__lasttt_5000","dynamic","dynamic","normal","0p95",5000,"default","dqlm","PASS",TRUE,1,1753.689,"syncedbase_faithful_replay_20260407","row_0281","PASS",TRUE,1,394.194,"syncedbase_faithful_replay_20260407","row_0035",0,"tie",4.448797,"vb"
"dynamic::normal::0p95::5000::default","root__dynamic__normal__tau_0p95__lasttt_5000","dynamic","dynamic","normal","0p95",5000,"default","exdqlm","PASS",TRUE,1,19134.688,"dynamic_summary_csv","tierA_sync_20260322_Q06_exdqlm_tau0p95_tt5000_normal","PASS",TRUE,1,886.794,"syncedbase_faithful_replay_20260407","row_0036",0,"tie",21.577376,"vb"
