"row_id","base_row_id","original_case_key","phase","phase_order","block","root_kind","family","tau","tau_label","fit_size","prior_semantics","model","inference","method_profile_id","seed","status_current","error_current","gate_current","healthy_current","runtime_sec_current","crps_metric","primary_accuracy_metric","q_rmse_metric","coverage95_metric","coverage95_gap_metric","mean_ci_width_metric","cie_metric","beta_rmse_mean_metric","beta_coverage_gap_metric","metric_source","metric_error"
69,69,"dynamic::normal::0p50::5000::default::dqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","dqlm","vb","dynamic__dqlm__vb",191074,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,71,"dynamic::normal::0p50::5000::default::exdqlm::vb","smoke_dynamic_vb",2,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","exdqlm","vb","dynamic__exdqlm__vb",201337,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,138,"static_paper::normal::0p50::100::paper::al::mcmc","smoke_static_mcmc",3,"static","static_paper","normal",0.5,"0p50",100,"paper","al","mcmc","static_paper__paper__al__mcmc",198096,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,140,"static_paper::normal::0p50::100::paper::exal::mcmc","smoke_static_mcmc",3,"static","static_paper","normal",0.5,"0p50",100,"paper","exal","mcmc","static_paper__paper__exal__mcmc",208751,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,142,"static_paper::normal::0p50::1000::paper::al::mcmc","smoke_static_mcmc",3,"static","static_paper","normal",0.5,"0p50",1000,"paper","al","mcmc","static_paper__paper__al__mcmc",201137,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,144,"static_paper::normal::0p50::1000::paper::exal::mcmc","smoke_static_mcmc",3,"static","static_paper","normal",0.5,"0p50",1000,"paper","exal","mcmc","static_paper__paper__exal__mcmc",212013,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,274,"static_shrink::normal::0p50::100::ridge::al::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",100,"ridge","al","mcmc","static_shrink__ridge__al__mcmc",201981,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,276,"static_shrink::normal::0p50::100::ridge::exal::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",100,"ridge","exal","mcmc","static_shrink__ridge__exal__mcmc",212857,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,278,"static_shrink::normal::0p50::100::rhs_ns::al::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",100,"rhs_ns","al","mcmc","static_shrink__rhs_ns__al__mcmc",208000,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,280,"static_shrink::normal::0p50::100::rhs_ns::exal::mcmc","smoke_static_mcmc",3,"static","static_shrink","normal",0.5,"0p50",100,"rhs_ns","exal","mcmc","static_shrink__rhs_ns__exal__mcmc",219097,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,66,"dynamic::normal::0p50::500::default::dqlm::mcmc","smoke_dynamic_mcmc",4,"dynamic","dynamic","normal",0.5,"0p50",500,"default","dqlm","mcmc","dynamic__dqlm__mcmc",197359,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,68,"dynamic::normal::0p50::500::default::exdqlm::mcmc","smoke_dynamic_mcmc",4,"dynamic","dynamic","normal",0.5,"0p50",500,"default","exdqlm","mcmc","dynamic__exdqlm__mcmc",207801,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,70,"dynamic::normal::0p50::5000::default::dqlm::mcmc","smoke_dynamic_mcmc",4,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","dqlm","mcmc","dynamic__dqlm__mcmc",200590,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,72,"dynamic::normal::0p50::5000::default::exdqlm::mcmc","smoke_dynamic_mcmc",4,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","exdqlm","mcmc","dynamic__exdqlm__mcmc",211253,"not_started",NA,"MISSING",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
