"base_row_id","phase","repair_class","candidate_rank","profile_id","init_from_vb","mh_proposal","mh_adapt","n_burn","n_mcmc","thin","gamma_substeps","p_global_eta_jump","global_eta_jump_scale","slice_width","slice_max_steps","laplace_refresh_interval","laplace_refresh_start","laplace_refresh_weight","historical_anchor_variant_tag","rationale","phase_order","family","tau_label","fit_size","status","error","base_profile_id","selected_variant_tag","accepted_gate","accepted_healthy","target_original_case_key","candidate_fit_path","health_csv","metrics_csv","fit_seed","historical_source","row_id"
56,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",1,"crash_rw_none_f0825_s1025",FALSE,"laplace_rw",TRUE,2200,1200,1,2,0.0825,1.025,NA,NA,50,333,0.6,"failband2_F0825_sub2_s1025","replay the historical laplace tt1000/0p25 WARN corridor without the unstable VB initialization path",1,"laplace","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_faithful_like","orig288_sync0p4p0_residual_20260407","PASS",TRUE,"static_shrink::laplace::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0056.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0056.csv",2026063221,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_laplace.csv",11
56,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",2,"crash_rw_none_f085_s1025_long",FALSE,"laplace_rw",TRUE,3000,1500,1,2,0.085,1.025,NA,NA,50,333,0.6,"failband2_F085_sub2_s1025","stretch the laplace tt1000/0p25 rw chain to see if the remaining issue is only startup fragility plus chain length",1,"laplace","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_faithful_like","orig288_sync0p4p0_residual_20260407","PASS",TRUE,"static_shrink::laplace::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0056.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0056.csv",2026066221,"LOCAL_static_case_checkpoint_failband2_F085_sub2_s1025_exal_laplace.csv",12
56,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",3,"crash_slice_none_f0825_s1025",FALSE,"slice",FALSE,2200,1200,1,2,0.0825,1.025,0.12,120,50,333,0.6,"failband2_F0825_sub2_s1025","probe paper-style slice on the laplace tt1000/0p25 crash row as a kernel alternative, not a global replacement",1,"laplace","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_faithful_like","orig288_sync0p4p0_residual_20260407","PASS",TRUE,"static_shrink::laplace::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0056.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0056.csv",2026063221,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_laplace.csv",13
66,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",1,"crash_rw_none_f0825_s100",FALSE,"laplace_rw",TRUE,2000,1000,1,2,0.0825,1,NA,NA,50,333,0.6,"failband2_F0825_sub2_s100","use a conservative no-VB rw anchor for the small normal 0p25 crash row before wider parameter moves",1,"normal","0p25",100,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 100 non-finite values (first index=1)","mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhs_legacy_20260403","PASS",TRUE,"static_shrink::normal::0p25::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0066.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0066.csv",2026062261,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s100_exal_normal.csv",14
66,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",2,"crash_rw_none_f0845_s100",FALSE,"laplace_rw",TRUE,2200,1200,1,2,0.0845,1,NA,NA,50,333,0.6,"failband2_F0845_sub2_s100","test the best documented normal fallback scale on the small crash row while staying in rw",1,"normal","0p25",100,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 100 non-finite values (first index=1)","mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhs_legacy_20260403","PASS",TRUE,"static_shrink::normal::0p25::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0066.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0066.csv",2026041662,NA,15
66,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",3,"crash_slice_none_f0825_s100",FALSE,"slice",FALSE,2200,1200,1,2,0.0825,1,0.12,120,50,333,0.6,"failband2_F0825_sub2_s100","check whether slice can remove the shared normal 0p25 crash without relying on VB hyper-state",1,"normal","0p25",100,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 100 non-finite values (first index=1)","mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhs_legacy_20260403","PASS",TRUE,"static_shrink::normal::0p25::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0066.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0066.csv",2026062261,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s100_exal_normal.csv",16
68,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",1,"crash_rw_none_f0825_s105",FALSE,"laplace_rw",TRUE,2200,1200,1,2,0.0825,1.05,NA,NA,50,333,0.6,"failband2_F0825_sub2_s105_none","replay the strongest historical normal tt1000/0p25 PASS-style none-init corridor in the corrected rhs_ns branch",1,"normal","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_repairmap9_f0845_sub2_s100","repairmap9_R269_F0845_sub2_s100_histshort_seed2026076269","WARN",TRUE,"static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0068.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0068.csv",2026041681,NA,17
68,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",2,"crash_rw_none_f0835_s1025",FALSE,"laplace_rw",TRUE,2500,1200,1,2,0.0835,1.025,NA,NA,50,333,0.6,"failband2_F0835_sub2_s1025","keep the successful normal tt1000/0p25 family but move to the slightly higher jump band that also passed nearby",1,"normal","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_repairmap9_f0845_sub2_s100","repairmap9_R269_F0845_sub2_s100_histshort_seed2026076269","WARN",TRUE,"static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0068.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0068.csv",2026041682,NA,18
68,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",3,"crash_rw_none_f0845_s100",FALSE,"laplace_rw",TRUE,2200,1200,1,2,0.0845,1,NA,NA,50,333,0.6,"failband2_F0845_sub2_s100","retain the safest current normal tt1000/0p25 WARN fallback as a hedge if the higher bands over-shoot",1,"normal","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_repairmap9_f0845_sub2_s100","repairmap9_R269_F0845_sub2_s100_histshort_seed2026076269","WARN",TRUE,"static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0068.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0068.csv",2026041683,NA,19
68,"phase1_static_shrink_rhsns_exal_mcmc_crash_repair","invalid_state",4,"crash_slice_none_f0825_s1025",FALSE,"slice",FALSE,2200,1200,1,2,0.0825,1.025,0.12,120,50,333,0.6,"failband2_F0825_sub2_s1025","add one slice probe on the hardest normal crash row so the overnight program is broad but still focused",1,"normal","0p25",1000,"failed_runtime","Static MCMC state invalid (iter=2): static_exal chi has 1000 non-finite values (first index=1)","mcmc_exal_rhsns_repairmap9_f0845_sub2_s100","repairmap9_R269_F0845_sub2_s100_histshort_seed2026076269","WARN",TRUE,"static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhsns_tt1000/fits/mcmc/mcmc_exal_tau_0p25_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0068.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0068.csv",2026053135,"LOCAL_static_case_checkpoint_failband2_F0825_sub2_s1025_exal_normal.csv",20
38,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",1,"mix_rw_refresh_f080_s105",TRUE,"laplace_rw",TRUE,2000,1000,1,2,0.08,1.05,NA,NA,50,333,0.6,"static_exal_f080_sub2_s105_rhsns_current_20260403","rerun the stale gausmix tt100/0p05 profile on a fresh path before treating it as a real scientific failure",2,"gausmix","0p05",100,"skipped_existing",NA,"mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhs_legacy_20260403","PASS",TRUE,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0038.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0038.csv",2026040375,"refresh_schedule",21
38,"phase2_static_shrink_rhsns_exal_mcmc_mixing_repair","chain_quality",2,"mix_rw_none_f0825_s100",FALSE,"laplace_rw",TRUE,2500,1200,1,2,0.0825,1,NA,NA,50,333,0.6,"failband2_F0825_sub2_s100","remove VB warm start and shift to a slightly stronger rw band for the small gausmix 0p05 failure",2,"gausmix","0p05",100,"skipped_existing",NA,"mcmc_exal_rhsns_f080_sub2_s105","static_exal_f080_sub2_s105_rhs_legacy_20260403","PASS",TRUE,"static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc","/home/jaguir26/local/src/exdqlm__wt__validation_rerun_after_0p4p0_integration/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhsns_tt100/fits/mcmc/mcmc_exal_tau_0p05_fit_orig288_static_shrink_rhsns_rebuild_20260409.rds","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/health/health_0038.csv","tools/merge_reports/full288_original288_static_shrink_rhsns_rebuild_20260409/metrics/metrics_0038.csv",2026041382,NA,22
