key	kind	family	tau	tt	prior	prepared_root	run_root	batch_label	jerez_state	jerez_session	prepared_exists	run_root_exists	run_config_exists	muscat_state	global_state	launch_on_muscat_now	sync_pending_from_jerez
static_paper|gausmix|0.50|100|	static_paper	gausmix	0.50	100	none	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	static_paper_tt100	not_launched		TRUE	TRUE	FALSE	partial_on_muscat	already_present_on_muscat_partial	TRUE	FALSE
static_paper|gausmix|0.50|1000|	static_paper	gausmix	0.50	1000	none	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	static_paper_tt1000	not_launched		TRUE	TRUE	FALSE	partial_on_muscat	already_present_on_muscat_partial	TRUE	FALSE
static_paper|laplace|0.05|100|	static_paper	laplace	0.05	100	none	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	static_paper_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|laplace|0.05|1000|	static_paper	laplace	0.05	1000	none	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	static_paper_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|laplace|0.25|100|	static_paper	laplace	0.25	100	none	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	static_paper_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|laplace|0.25|1000|	static_paper	laplace	0.25	1000	none	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	static_paper_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|laplace|0.50|100|	static_paper	laplace	0.50	100	none	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p50/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p50/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	static_paper_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|laplace|0.50|1000|	static_paper	laplace	0.50	1000	none	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p50/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p50/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	static_paper_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|normal|0.05|100|	static_paper	normal	0.05	100	none	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	static_paper_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|normal|0.05|1000|	static_paper	normal	0.05	1000	none	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	static_paper_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|normal|0.25|100|	static_paper	normal	0.25	100	none	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	static_paper_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|normal|0.25|1000|	static_paper	normal	0.25	1000	none	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	static_paper_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|normal|0.50|100|	static_paper	normal	0.50	100	none	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p50/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p50/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	static_paper_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_paper|normal|0.50|1000|	static_paper	normal	0.50	1000	none	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p50/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p50/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	static_paper_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|gausmix|0.50|100|rhs	static_shrink	gausmix	0.50	100	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	static_shrink_rhs_tt100	not_launched		TRUE	TRUE	FALSE	partial_on_muscat	already_present_on_muscat_partial	TRUE	FALSE
static_shrink|gausmix|0.50|100|ridge	static_shrink	gausmix	0.50	100	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	static_shrink_ridge_tt100	not_launched		TRUE	TRUE	FALSE	partial_on_muscat	already_present_on_muscat_partial	TRUE	FALSE
static_shrink|gausmix|0.50|1000|rhs	static_shrink	gausmix	0.50	1000	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	static_shrink_rhs_tt1000	not_launched		TRUE	TRUE	FALSE	partial_on_muscat	already_present_on_muscat_partial	TRUE	FALSE
static_shrink|gausmix|0.50|1000|ridge	static_shrink	gausmix	0.50	1000	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p50/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	static_shrink_ridge_tt1000	not_launched		TRUE	TRUE	FALSE	partial_on_muscat	already_present_on_muscat_partial	TRUE	FALSE
static_shrink|laplace|0.05|100|rhs	static_shrink	laplace	0.05	100	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	static_shrink_rhs_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.05|100|ridge	static_shrink	laplace	0.05	100	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	static_shrink_ridge_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.05|1000|rhs	static_shrink	laplace	0.05	1000	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	static_shrink_rhs_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.05|1000|ridge	static_shrink	laplace	0.05	1000	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	static_shrink_ridge_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.25|100|rhs	static_shrink	laplace	0.25	100	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	static_shrink_rhs_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.25|100|ridge	static_shrink	laplace	0.25	100	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	static_shrink_ridge_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.25|1000|rhs	static_shrink	laplace	0.25	1000	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	static_shrink_rhs_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.25|1000|ridge	static_shrink	laplace	0.25	1000	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	static_shrink_ridge_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.50|100|rhs	static_shrink	laplace	0.50	100	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p50/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p50/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	static_shrink_rhs_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.50|100|ridge	static_shrink	laplace	0.50	100	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p50/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p50/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	static_shrink_ridge_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.50|1000|rhs	static_shrink	laplace	0.50	1000	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p50/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p50/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	static_shrink_rhs_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|laplace|0.50|1000|ridge	static_shrink	laplace	0.50	1000	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p50/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p50/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	static_shrink_ridge_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.05|100|rhs	static_shrink	normal	0.05	100	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	static_shrink_rhs_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.05|100|ridge	static_shrink	normal	0.05	100	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	static_shrink_ridge_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.05|1000|rhs	static_shrink	normal	0.05	1000	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	static_shrink_rhs_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.05|1000|ridge	static_shrink	normal	0.05	1000	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	static_shrink_ridge_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.25|100|rhs	static_shrink	normal	0.25	100	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	static_shrink_rhs_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.25|100|ridge	static_shrink	normal	0.25	100	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	static_shrink_ridge_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.25|1000|rhs	static_shrink	normal	0.25	1000	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	static_shrink_rhs_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.25|1000|ridge	static_shrink	normal	0.25	1000	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	static_shrink_ridge_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.50|100|rhs	static_shrink	normal	0.50	100	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p50/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p50/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	static_shrink_rhs_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.50|100|ridge	static_shrink	normal	0.50	100	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p50/fit_input_subsample_tt100_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p50/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	static_shrink_ridge_tt100	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.50|1000|rhs	static_shrink	normal	0.50	1000	rhs	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p50/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p50/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	static_shrink_rhs_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
static_shrink|normal|0.50|1000|ridge	static_shrink	normal	0.50	1000	ridge	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p50/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p50/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	static_shrink_ridge_tt1000	not_launched		TRUE	FALSE	FALSE	absent_on_muscat	not_launched_anywhere	TRUE	FALSE
