"row_id","base_row_id","original_case_key","pair_id","seed","status","phase","phase_order","missing_inputs","block","root_kind","family","tau","tau_label","fit_size","prior_semantics","model","inference","source_dataset_id","method_profile_id","config_path","run_root","candidate_fit_path","vb_init_fit_path","row_status_path","health_path","metrics_path","draws_path","stored_posterior_draws"
154,154,"static_shrink::gausmix::0p05::1000::ridge::al::mcmc","static_shrink::gausmix::0p05::1000::ridge::al",209875,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.05,"0p05",1000,"ridge","al","mcmc","static_shrink::gausmix::0p05::1000","static_shrink__ridge__al__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0154_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0154_static_shrink_gausmix_0p05_1000_ridge_al_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0154_static_shrink_gausmix_0p05_1000_ridge_al_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0154_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0154_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0154_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0154_draws.rds",20000
155,155,"static_shrink::gausmix::0p05::1000::ridge::exal::vb","static_shrink::gausmix::0p05::1000::ridge::exal",210677,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.05,"0p05",1000,"ridge","exal","vb","static_shrink::gausmix::0p05::1000","static_shrink__ridge__exal__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0155_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0155_static_shrink_gausmix_0p05_1000_ridge_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0155_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0155_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0155_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0155_draws.rds",20000
156,156,"static_shrink::gausmix::0p05::1000::ridge::exal::mcmc","static_shrink::gausmix::0p05::1000::ridge::exal",221193,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.05,"0p05",1000,"ridge","exal","mcmc","static_shrink::gausmix::0p05::1000","static_shrink__ridge__exal__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0156_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0156_static_shrink_gausmix_0p05_1000_ridge_exal_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0156_static_shrink_gausmix_0p05_1000_ridge_exal_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0156_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0156_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0156_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0156_draws.rds",20000
157,157,"static_shrink::gausmix::0p05::1000::rhs_ns::al::vb","static_shrink::gausmix::0p05::1000::rhs_ns::al",205838,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.05,"0p05",1000,"rhs_ns","al","vb","static_shrink::gausmix::0p05::1000","static_shrink__rhs_ns__al__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0157_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0157_static_shrink_gausmix_0p05_1000_rhs_ns_al_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0157_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0157_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0157_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0157_draws.rds",20000
158,158,"static_shrink::gausmix::0p05::1000::rhs_ns::al::mcmc","static_shrink::gausmix::0p05::1000::rhs_ns::al",216154,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.05,"0p05",1000,"rhs_ns","al","mcmc","static_shrink::gausmix::0p05::1000","static_shrink__rhs_ns__al__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0158_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0158_static_shrink_gausmix_0p05_1000_rhs_ns_al_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0158_static_shrink_gausmix_0p05_1000_rhs_ns_al_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0158_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0158_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0158_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0158_draws.rds",20000
159,159,"static_shrink::gausmix::0p05::1000::rhs_ns::exal::vb","static_shrink::gausmix::0p05::1000::rhs_ns::exal",216977,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.05,"0p05",1000,"rhs_ns","exal","vb","static_shrink::gausmix::0p05::1000","static_shrink__rhs_ns__exal__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0159_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0159_static_shrink_gausmix_0p05_1000_rhs_ns_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0159_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0159_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0159_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0159_draws.rds",20000
160,160,"static_shrink::gausmix::0p05::1000::rhs_ns::exal::mcmc","static_shrink::gausmix::0p05::1000::rhs_ns::exal",227693,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.05,"0p05",1000,"rhs_ns","exal","mcmc","static_shrink::gausmix::0p05::1000","static_shrink__rhs_ns__exal__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0160_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0160_static_shrink_gausmix_0p05_1000_rhs_ns_exal_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0160_static_shrink_gausmix_0p05_1000_rhs_ns_exal_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0160_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0160_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0160_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0160_draws.rds",20000
161,161,"static_shrink::gausmix::0p25::100::ridge::al::vb","static_shrink::gausmix::0p25::100::ridge::al",196889,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.25,"0p25",100,"ridge","al","vb","static_shrink::gausmix::0p25::100","static_shrink__ridge__al__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0161_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0161_static_shrink_gausmix_0p25_100_ridge_al_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0161_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0161_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0161_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0161_draws.rds",20000
162,162,"static_shrink::gausmix::0p25::100::ridge::al::mcmc","static_shrink::gausmix::0p25::100::ridge::al",206805,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.25,"0p25",100,"ridge","al","mcmc","static_shrink::gausmix::0p25::100","static_shrink__ridge__al__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0162_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0162_static_shrink_gausmix_0p25_100_ridge_al_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0162_static_shrink_gausmix_0p25_100_ridge_al_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0162_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0162_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0162_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0162_draws.rds",20000
163,163,"static_shrink::gausmix::0p25::100::ridge::exal::vb","static_shrink::gausmix::0p25::100::ridge::exal",207586,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.25,"0p25",100,"ridge","exal","vb","static_shrink::gausmix::0p25::100","static_shrink__ridge__exal__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0163_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0163_static_shrink_gausmix_0p25_100_ridge_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0163_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0163_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0163_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0163_draws.rds",20000
164,164,"static_shrink::gausmix::0p25::100::ridge::exal::mcmc","static_shrink::gausmix::0p25::100::ridge::exal",217902,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.25,"0p25",100,"ridge","exal","mcmc","static_shrink::gausmix::0p25::100","static_shrink__ridge__exal__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0164_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0164_static_shrink_gausmix_0p25_100_ridge_exal_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0164_static_shrink_gausmix_0p25_100_ridge_exal_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0164_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0164_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0164_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0164_draws.rds",20000
165,165,"static_shrink::gausmix::0p25::100::rhs_ns::al::vb","static_shrink::gausmix::0p25::100::rhs_ns::al",202838,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.25,"0p25",100,"rhs_ns","al","vb","static_shrink::gausmix::0p25::100","static_shrink__rhs_ns__al__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0165_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0165_static_shrink_gausmix_0p25_100_rhs_ns_al_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0165_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0165_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0165_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0165_draws.rds",20000
166,166,"static_shrink::gausmix::0p25::100::rhs_ns::al::mcmc","static_shrink::gausmix::0p25::100::rhs_ns::al",212954,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.25,"0p25",100,"rhs_ns","al","mcmc","static_shrink::gausmix::0p25::100","static_shrink__rhs_ns__al__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0166_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0166_static_shrink_gausmix_0p25_100_rhs_ns_al_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0166_static_shrink_gausmix_0p25_100_rhs_ns_al_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0166_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0166_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0166_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0166_draws.rds",20000
167,167,"static_shrink::gausmix::0p25::100::rhs_ns::exal::vb","static_shrink::gausmix::0p25::100::rhs_ns::exal",213756,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.25,"0p25",100,"rhs_ns","exal","vb","static_shrink::gausmix::0p25::100","static_shrink__rhs_ns__exal__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0167_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0167_static_shrink_gausmix_0p25_100_rhs_ns_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0167_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0167_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0167_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0167_draws.rds",20000
168,168,"static_shrink::gausmix::0p25::100::rhs_ns::exal::mcmc","static_shrink::gausmix::0p25::100::rhs_ns::exal",224272,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.25,"0p25",100,"rhs_ns","exal","mcmc","static_shrink::gausmix::0p25::100","static_shrink__rhs_ns__exal__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0168_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0168_static_shrink_gausmix_0p25_100_rhs_ns_exal_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0168_static_shrink_gausmix_0p25_100_rhs_ns_exal_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0168_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0168_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0168_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0168_draws.rds",20000
169,169,"static_shrink::gausmix::0p25::1000::ridge::al::vb","static_shrink::gausmix::0p25::1000::ridge::al",199813,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.25,"0p25",1000,"ridge","al","vb","static_shrink::gausmix::0p25::1000","static_shrink__ridge__al__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0169_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0169_static_shrink_gausmix_0p25_1000_ridge_al_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0169_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0169_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0169_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0169_draws.rds",20000
170,170,"static_shrink::gausmix::0p25::1000::ridge::al::mcmc","static_shrink::gausmix::0p25::1000::ridge::al",209929,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.25,"0p25",1000,"ridge","al","mcmc","static_shrink::gausmix::0p25::1000","static_shrink__ridge__al__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0170_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0170_static_shrink_gausmix_0p25_1000_ridge_al_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0170_static_shrink_gausmix_0p25_1000_ridge_al_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0170_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0170_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0170_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0170_draws.rds",20000
171,171,"static_shrink::gausmix::0p25::1000::ridge::exal::vb","static_shrink::gausmix::0p25::1000::ridge::exal",210731,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.25,"0p25",1000,"ridge","exal","vb","static_shrink::gausmix::0p25::1000","static_shrink__ridge__exal__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0171_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0171_static_shrink_gausmix_0p25_1000_ridge_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0171_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0171_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0171_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0171_draws.rds",20000
172,172,"static_shrink::gausmix::0p25::1000::ridge::exal::mcmc","static_shrink::gausmix::0p25::1000::ridge::exal",221247,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.25,"0p25",1000,"ridge","exal","mcmc","static_shrink::gausmix::0p25::1000","static_shrink__ridge__exal__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0172_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0172_static_shrink_gausmix_0p25_1000_ridge_exal_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0172_static_shrink_gausmix_0p25_1000_ridge_exal_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0172_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0172_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0172_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0172_draws.rds",20000
173,173,"static_shrink::gausmix::0p25::1000::rhs_ns::al::vb","static_shrink::gausmix::0p25::1000::rhs_ns::al",205892,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.25,"0p25",1000,"rhs_ns","al","vb","static_shrink::gausmix::0p25::1000","static_shrink__rhs_ns__al__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0173_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0173_static_shrink_gausmix_0p25_1000_rhs_ns_al_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0173_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0173_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0173_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0173_draws.rds",20000
174,174,"static_shrink::gausmix::0p25::1000::rhs_ns::al::mcmc","static_shrink::gausmix::0p25::1000::rhs_ns::al",216208,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.25,"0p25",1000,"rhs_ns","al","mcmc","static_shrink::gausmix::0p25::1000","static_shrink__rhs_ns__al__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0174_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0174_static_shrink_gausmix_0p25_1000_rhs_ns_al_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0174_static_shrink_gausmix_0p25_1000_rhs_ns_al_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0174_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0174_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0174_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0174_draws.rds",20000
175,175,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::vb","static_shrink::gausmix::0p25::1000::rhs_ns::exal",217031,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.25,"0p25",1000,"rhs_ns","exal","vb","static_shrink::gausmix::0p25::1000","static_shrink__rhs_ns__exal__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0175_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0175_static_shrink_gausmix_0p25_1000_rhs_ns_exal_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0175_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0175_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0175_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0175_draws.rds",20000
176,176,"static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","static_shrink::gausmix::0p25::1000::rhs_ns::exal",227747,"not_started","full_static_mcmc",7,FALSE,"static","static_shrink","gausmix",0.25,"0p25",1000,"rhs_ns","exal","mcmc","static_shrink::gausmix::0p25::1000","static_shrink__rhs_ns__exal__mcmc","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0176_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0176_static_shrink_gausmix_0p25_1000_rhs_ns_exal_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/vb_init/static/row_0176_static_shrink_gausmix_0p25_1000_rhs_ns_exal_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0176_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0176_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0176_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0176_draws.rds",20000
177,177,"static_shrink::gausmix::0p50::100::ridge::al::vb","static_shrink::gausmix::0p50::100::ridge::al",196830,"not_started","full_static_vb",5,FALSE,"static","static_shrink","gausmix",0.5,"0p50",100,"ridge","al","vb","static_shrink::gausmix::0p50::100","static_shrink__ridge__al__vb","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/configs/row_0177_run_config.rds","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0177_static_shrink_gausmix_0p50_100_ridge_al_vb_fit.rds",NA,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/rows/row_0177_status.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/health/row_0177_health.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/metrics/row_0177_metrics.csv","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/draws/row_0177_draws.rds",20000
