"row_id","base_row_id","original_case_key","pair_id","seed","status","phase","phase_order","block","root_kind","family","tau","tau_label","fit_size","prior_semantics","model","inference","source_dataset_id","method_profile_id","config_path","run_root","candidate_fit_path","vb_init_fit_path","row_status_path","health_path","metrics_path","draws_path","stored_posterior_draws","source_failed_row_id","source_runtime_mode","source_error","runtime_failure_rerun_arm","retain_candidate_fit_binaries","retain_vb_init_binaries","retain_draw_binaries"
72,72,"dynamic::normal::0p50::5000::default::exdqlm::mcmc","dynamic::normal::0p50::5000::default::exdqlm",211253,"not_started","numerical_exdqlm_mcmc",2,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","exdqlm","mcmc","dynamic::normal::0p50::5000","runtime_dynamic__exdqlm__mcmc__primary","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/configs/row_0072_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/fits/mcmc/row_0072_dynamic_normal_0p50_5000_default_exdqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/vb_init/dynamic/row_0072_dynamic_normal_0p50_5000_default_exdqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/rows/row_0072_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/health/row_0072_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/metrics/row_0072_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/draws/row_0072_draws.rds",20000,72,"nonfinite_chi","exdqlm_mcmc_uts (iter=1) chi has 5000 non-finite values (first index=1)","thetafreeze_primary",TRUE,TRUE,TRUE
6,6,"dynamic::gausmix::0p05::5000::default::dqlm::mcmc","dynamic::gausmix::0p05::5000::default::dqlm",205153,"not_started","numerical_dqlm_mcmc",3,"dynamic","dynamic","gausmix",0.05,"0p05",5000,"default","dqlm","mcmc","dynamic::gausmix::0p05::5000","runtime_dynamic__dqlm__mcmc__primary","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/configs/row_0006_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/fits/mcmc/row_0006_dynamic_gausmix_0p05_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/vb_init/dynamic/row_0006_dynamic_gausmix_0p05_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/rows/row_0006_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/health/row_0006_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/metrics/row_0006_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/draws/row_0006_draws.rds",20000,6,"invalid_pre_chi","dqlm_mcmc_pre_uts (iter=1) invalid state before chi update: sigma=19.1154 reg1_finite=FALSE max_abs_reg1=NA max_abs_theta=NA","thetafreeze_primary",TRUE,TRUE,TRUE
14,14,"dynamic::gausmix::0p25::5000::default::dqlm::mcmc","dynamic::gausmix::0p25::5000::default::dqlm",205195,"not_started","numerical_dqlm_mcmc",3,"dynamic","dynamic","gausmix",0.25,"0p25",5000,"default","dqlm","mcmc","dynamic::gausmix::0p25::5000","runtime_dynamic__dqlm__mcmc__primary","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/configs/row_0014_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/fits/mcmc/row_0014_dynamic_gausmix_0p25_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/vb_init/dynamic/row_0014_dynamic_gausmix_0p25_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/rows/row_0014_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/health/row_0014_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/metrics/row_0014_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/draws/row_0014_draws.rds",20000,14,"invalid_pre_chi","dqlm_mcmc_pre_uts (iter=1) invalid state before chi update: sigma=83.959 reg1_finite=FALSE max_abs_reg1=NA max_abs_theta=NA","thetafreeze_primary",TRUE,TRUE,TRUE
22,22,"dynamic::gausmix::0p50::5000::default::dqlm::mcmc","dynamic::gausmix::0p50::5000::default::dqlm",205148,"not_started","numerical_dqlm_mcmc",3,"dynamic","dynamic","gausmix",0.5,"0p50",5000,"default","dqlm","mcmc","dynamic::gausmix::0p50::5000","runtime_dynamic__dqlm__mcmc__primary","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/configs/row_0022_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/fits/mcmc/row_0022_dynamic_gausmix_0p50_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/vb_init/dynamic/row_0022_dynamic_gausmix_0p50_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/rows/row_0022_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/health/row_0022_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/metrics/row_0022_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/draws/row_0022_draws.rds",20000,22,"invalid_pre_chi","dqlm_mcmc_pre_uts (iter=1) invalid state before chi update: sigma=164.573 reg1_finite=FALSE max_abs_reg1=NA max_abs_theta=NA","thetafreeze_primary",TRUE,TRUE,TRUE
30,30,"dynamic::laplace::0p05::5000::default::dqlm::mcmc","dynamic::laplace::0p05::5000::default::dqlm",204490,"not_started","numerical_dqlm_mcmc",3,"dynamic","dynamic","laplace",0.05,"0p05",5000,"default","dqlm","mcmc","dynamic::laplace::0p05::5000","runtime_dynamic__dqlm__mcmc__primary","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/configs/row_0030_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/fits/mcmc/row_0030_dynamic_laplace_0p05_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/vb_init/dynamic/row_0030_dynamic_laplace_0p05_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/rows/row_0030_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/health/row_0030_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/metrics/row_0030_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/draws/row_0030_draws.rds",20000,30,"invalid_pre_chi","dqlm_mcmc_pre_uts (iter=1) invalid state before chi update: sigma=18.1357 reg1_finite=FALSE max_abs_reg1=NA max_abs_theta=NA","thetafreeze_primary",TRUE,TRUE,TRUE
38,38,"dynamic::laplace::0p25::5000::default::dqlm::mcmc","dynamic::laplace::0p25::5000::default::dqlm",204532,"not_started","numerical_dqlm_mcmc",3,"dynamic","dynamic","laplace",0.25,"0p25",5000,"default","dqlm","mcmc","dynamic::laplace::0p25::5000","runtime_dynamic__dqlm__mcmc__primary","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/configs/row_0038_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/fits/mcmc/row_0038_dynamic_laplace_0p25_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/vb_init/dynamic/row_0038_dynamic_laplace_0p25_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/rows/row_0038_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/health/row_0038_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/metrics/row_0038_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/draws/row_0038_draws.rds",20000,38,"invalid_pre_chi","dqlm_mcmc_pre_uts (iter=1) invalid state before chi update: sigma=79.0631 reg1_finite=FALSE max_abs_reg1=NA max_abs_theta=NA","thetafreeze_primary",TRUE,TRUE,TRUE
46,46,"dynamic::laplace::0p50::5000::default::dqlm::mcmc","dynamic::laplace::0p50::5000::default::dqlm",204485,"not_started","numerical_dqlm_mcmc",3,"dynamic","dynamic","laplace",0.5,"0p50",5000,"default","dqlm","mcmc","dynamic::laplace::0p50::5000","runtime_dynamic__dqlm__mcmc__primary","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/configs/row_0046_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/fits/mcmc/row_0046_dynamic_laplace_0p50_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/vb_init/dynamic/row_0046_dynamic_laplace_0p50_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/rows/row_0046_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/health/row_0046_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/metrics/row_0046_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/draws/row_0046_draws.rds",20000,46,"invalid_pre_chi","dqlm_mcmc_pre_uts (iter=1) invalid state before chi update: sigma=153.994 reg1_finite=FALSE max_abs_reg1=NA max_abs_theta=NA","thetafreeze_primary",TRUE,TRUE,TRUE
54,54,"dynamic::normal::0p05::5000::default::dqlm::mcmc","dynamic::normal::0p05::5000::default::dqlm",200595,"not_started","numerical_dqlm_mcmc",3,"dynamic","dynamic","normal",0.05,"0p05",5000,"default","dqlm","mcmc","dynamic::normal::0p05::5000","runtime_dynamic__dqlm__mcmc__primary","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/configs/row_0054_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/fits/mcmc/row_0054_dynamic_normal_0p05_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/vb_init/dynamic/row_0054_dynamic_normal_0p05_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/rows/row_0054_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/health/row_0054_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/metrics/row_0054_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/draws/row_0054_draws.rds",20000,54,"invalid_pre_chi","dqlm_mcmc_pre_uts (iter=1) invalid state before chi update: sigma=6.31696 reg1_finite=FALSE max_abs_reg1=NA max_abs_theta=NA","thetafreeze_primary",TRUE,TRUE,TRUE
62,62,"dynamic::normal::0p25::5000::default::dqlm::mcmc","dynamic::normal::0p25::5000::default::dqlm",200635,"not_started","numerical_dqlm_mcmc",3,"dynamic","dynamic","normal",0.25,"0p25",5000,"default","dqlm","mcmc","dynamic::normal::0p25::5000","runtime_dynamic__dqlm__mcmc__primary","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/configs/row_0062_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/fits/mcmc/row_0062_dynamic_normal_0p25_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/vb_init/dynamic/row_0062_dynamic_normal_0p25_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/rows/row_0062_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/health/row_0062_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/metrics/row_0062_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/draws/row_0062_draws.rds",20000,62,"invalid_pre_chi","dqlm_mcmc_pre_uts (iter=1) invalid state before chi update: sigma=22.7787 reg1_finite=FALSE max_abs_reg1=NA max_abs_theta=NA","thetafreeze_primary",TRUE,TRUE,TRUE
70,70,"dynamic::normal::0p50::5000::default::dqlm::mcmc","dynamic::normal::0p50::5000::default::dqlm",200590,"not_started","numerical_dqlm_mcmc",3,"dynamic","dynamic","normal",0.5,"0p50",5000,"default","dqlm","mcmc","dynamic::normal::0p50::5000","runtime_dynamic__dqlm__mcmc__primary","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/configs/row_0070_run_config.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/fits/mcmc/row_0070_dynamic_normal_0p50_5000_default_dqlm_mcmc_fit.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/vb_init/dynamic/row_0070_dynamic_normal_0p50_5000_default_dqlm_mcmc_vb_init.rds","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/rows/row_0070_status.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/health/row_0070_health.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/metrics/row_0070_metrics.csv","tools/merge_reports/full288_refreshed288_paperaligned_20260419_numcrash_thetafreeze_v1/draws/row_0070_draws.rds",20000,70,"invalid_pre_chi","dqlm_mcmc_pre_uts (iter=1) invalid state before chi update: sigma=38.2583 reg1_finite=FALSE max_abs_reg1=NA max_abs_theta=NA","thetafreeze_primary",TRUE,TRUE,TRUE
