"base_row_id","original_case_key","block","family","tau_label","fit_size","prior_semantics","model","inference","selected_fit_exists","source_run_root_exists","series_wide_exists","selection_indices_exists","true_quantile_grid_exists","coef_truth_exists","materialized_sim_exists","data_ready","baseline_seed"
273,"static_shrink::normal::0p95::100::rhs_ns::al::mcmc","static_shrink","normal","0p95",100,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049691
274,"static_shrink::normal::0p95::100::rhs_ns::al::vb","static_shrink","normal","0p95",100,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049330
275,"static_shrink::normal::0p95::100::rhs_ns::exal::mcmc","static_shrink","normal","0p95",100,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026065278
276,"static_shrink::normal::0p95::100::rhs_ns::exal::vb","static_shrink","normal","0p95",100,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049342
277,"static_shrink::normal::0p95::100::ridge::al::mcmc","static_shrink","normal","0p95",100,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,202220
278,"static_shrink::normal::0p95::100::ridge::al::vb","static_shrink","normal","0p95",100,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,192504
279,"static_shrink::normal::0p95::100::ridge::exal::mcmc","static_shrink","normal","0p95",100,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,213096
280,"static_shrink::normal::0p95::100::ridge::exal::vb","static_shrink","normal","0p95",100,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,202980
281,"static_shrink::normal::0p95::1000::rhs_ns::al::mcmc","static_shrink","normal","0p95",1000,"rhs_ns","al","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049711
282,"static_shrink::normal::0p95::1000::rhs_ns::al::vb","static_shrink","normal","0p95",1000,"rhs_ns","al","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049350
283,"static_shrink::normal::0p95::1000::rhs_ns::exal::mcmc","static_shrink","normal","0p95",1000,"rhs_ns","exal","mcmc",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026040443
284,"static_shrink::normal::0p95::1000::rhs_ns::exal::vb","static_shrink","normal","0p95",1000,"rhs_ns","exal","vb",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2026049362
285,"static_shrink::normal::0p95::1000::ridge::al::mcmc","static_shrink","normal","0p95",1000,"ridge","al","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,205296
286,"static_shrink::normal::0p95::1000::ridge::al::vb","static_shrink","normal","0p95",1000,"ridge","al","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,195380
287,"static_shrink::normal::0p95::1000::ridge::exal::mcmc","static_shrink","normal","0p95",1000,"ridge","exal","mcmc",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,216393
288,"static_shrink::normal::0p95::1000::ridge::exal::vb","static_shrink","normal","0p95",1000,"ridge","exal","vb",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,206077
