"row_id","original_case_key","block","root_kind","family","tau_label","fit_size","prior_semantics","model","inference","status_current","gate_current","artifact_kind","path","size_bytes","size_gb","can_delete_for_comparison","plot_summary_path","plot_summary_exists","parameter_summary_path","parameter_summary_exists","needs_plot_summary_before_delete","recommended_action"
27,"dynamic::laplace::0p05::500::default::exdqlm::vb","dynamic","dynamic","laplace","0p05",500,"default","exdqlm","vb","done","WARN","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0027_dynamic_laplace_0p05_500_default_exdqlm_vb_fit.rds",9671690944,9.007464,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0027_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0027_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
31,"dynamic::laplace::0p05::5000::default::exdqlm::vb","dynamic","dynamic","laplace","0p05",5000,"default","exdqlm","vb","done","WARN","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0031_dynamic_laplace_0p05_5000_default_exdqlm_vb_fit.rds",9671690229,9.007463,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0031_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0031_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
63,"dynamic::normal::0p25::5000::default::exdqlm::vb","dynamic","dynamic","normal","0p25",5000,"default","exdqlm","vb","done","WARN","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0063_dynamic_normal_0p25_5000_default_exdqlm_vb_fit.rds",9671670461,9.007445,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0063_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0063_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
59,"dynamic::normal::0p25::500::default::exdqlm::vb","dynamic","dynamic","normal","0p25",500,"default","exdqlm","vb","done","WARN","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0059_dynamic_normal_0p25_500_default_exdqlm_vb_fit.rds",9671669465,9.007444,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0059_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0059_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
72,"dynamic::normal::0p50::5000::default::exdqlm::mcmc","dynamic","dynamic","normal","0p50",5000,"default","exdqlm","mcmc","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0072_dynamic_normal_0p50_5000_default_exdqlm_mcmc_fit.rds",9671117180,9.00693,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0072_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0072_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
68,"dynamic::normal::0p50::500::default::exdqlm::mcmc","dynamic","dynamic","normal","0p50",500,"default","exdqlm","mcmc","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0068_dynamic_normal_0p50_500_default_exdqlm_mcmc_fit.rds",9671101592,9.006915,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0068_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0068_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
51,"dynamic::normal::0p05::500::default::exdqlm::vb","dynamic","dynamic","normal","0p05",500,"default","exdqlm","vb","done","WARN","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0051_dynamic_normal_0p05_500_default_exdqlm_vb_fit.rds",9669226216,9.005169,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0051_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0051_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
55,"dynamic::normal::0p05::5000::default::exdqlm::vb","dynamic","dynamic","normal","0p05",5000,"default","exdqlm","vb","done","WARN","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0055_dynamic_normal_0p05_5000_default_exdqlm_vb_fit.rds",9669216912,9.00516,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0055_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0055_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
32,"dynamic::laplace::0p05::5000::default::exdqlm::mcmc","dynamic","dynamic","laplace","0p05",5000,"default","exdqlm","mcmc","done","FAIL","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0032_dynamic_laplace_0p05_5000_default_exdqlm_mcmc_fit.rds",9668678459,9.004659,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0032_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0032_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
28,"dynamic::laplace::0p05::500::default::exdqlm::mcmc","dynamic","dynamic","laplace","0p05",500,"default","exdqlm","mcmc","done","FAIL","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0028_dynamic_laplace_0p05_500_default_exdqlm_mcmc_fit.rds",9668655995,9.004638,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0028_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0028_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
60,"dynamic::normal::0p25::500::default::exdqlm::mcmc","dynamic","dynamic","normal","0p25",500,"default","exdqlm","mcmc","done","FAIL","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0060_dynamic_normal_0p25_500_default_exdqlm_mcmc_fit.rds",9667483248,9.003545,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0060_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0060_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
64,"dynamic::normal::0p25::5000::default::exdqlm::mcmc","dynamic","dynamic","normal","0p25",5000,"default","exdqlm","mcmc","done","FAIL","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0064_dynamic_normal_0p25_5000_default_exdqlm_mcmc_fit.rds",9667459970,9.003524,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0064_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0064_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
56,"dynamic::normal::0p05::5000::default::exdqlm::mcmc","dynamic","dynamic","normal","0p05",5000,"default","exdqlm","mcmc","done","FAIL","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0056_dynamic_normal_0p05_5000_default_exdqlm_mcmc_fit.rds",9660708311,8.997236,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0056_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0056_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
52,"dynamic::normal::0p05::500::default::exdqlm::mcmc","dynamic","dynamic","normal","0p05",500,"default","exdqlm","mcmc","done","FAIL","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0052_dynamic_normal_0p05_500_default_exdqlm_mcmc_fit.rds",9660644711,8.997177,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0052_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0052_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
23,"dynamic::gausmix::0p50::5000::default::exdqlm::vb","dynamic","dynamic","gausmix","0p50",5000,"default","exdqlm","vb","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0023_dynamic_gausmix_0p50_5000_default_exdqlm_vb_fit.rds",9659012783,8.995657,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0023_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0023_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
19,"dynamic::gausmix::0p50::500::default::exdqlm::vb","dynamic","dynamic","gausmix","0p50",500,"default","exdqlm","vb","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0019_dynamic_gausmix_0p50_500_default_exdqlm_vb_fit.rds",9659001660,8.995646,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0019_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0019_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
20,"dynamic::gausmix::0p50::500::default::exdqlm::mcmc","dynamic","dynamic","gausmix","0p50",500,"default","exdqlm","mcmc","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0020_dynamic_gausmix_0p50_500_default_exdqlm_mcmc_fit.rds",9658950886,8.995599,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0020_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0020_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
24,"dynamic::gausmix::0p50::5000::default::exdqlm::mcmc","dynamic","dynamic","gausmix","0p50",5000,"default","exdqlm","mcmc","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0024_dynamic_gausmix_0p50_5000_default_exdqlm_mcmc_fit.rds",9658947420,8.995596,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0024_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0024_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
15,"dynamic::gausmix::0p25::5000::default::exdqlm::vb","dynamic","dynamic","gausmix","0p25",5000,"default","exdqlm","vb","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0015_dynamic_gausmix_0p25_5000_default_exdqlm_vb_fit.rds",9658594518,8.995267,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0015_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0015_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
11,"dynamic::gausmix::0p25::500::default::exdqlm::vb","dynamic","dynamic","gausmix","0p25",500,"default","exdqlm","vb","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0011_dynamic_gausmix_0p25_500_default_exdqlm_vb_fit.rds",9658594311,8.995267,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0011_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0011_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
3,"dynamic::gausmix::0p05::500::default::exdqlm::vb","dynamic","dynamic","gausmix","0p05",500,"default","exdqlm","vb","done","WARN","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0003_dynamic_gausmix_0p05_500_default_exdqlm_vb_fit.rds",9658431318,8.995115,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0003_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0003_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
7,"dynamic::gausmix::0p05::5000::default::exdqlm::vb","dynamic","dynamic","gausmix","0p05",5000,"default","exdqlm","vb","done","WARN","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0007_dynamic_gausmix_0p05_5000_default_exdqlm_vb_fit.rds",9658430859,8.995115,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0007_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0007_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
12,"dynamic::gausmix::0p25::500::default::exdqlm::mcmc","dynamic","dynamic","gausmix","0p25",500,"default","exdqlm","mcmc","done","FAIL","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0012_dynamic_gausmix_0p25_500_default_exdqlm_mcmc_fit.rds",9657789230,8.994517,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0012_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0012_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
16,"dynamic::gausmix::0p25::5000::default::exdqlm::mcmc","dynamic","dynamic","gausmix","0p25",5000,"default","exdqlm","mcmc","done","FAIL","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0016_dynamic_gausmix_0p25_5000_default_exdqlm_mcmc_fit.rds",9657777990,8.994507,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0016_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0016_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
8,"dynamic::gausmix::0p05::5000::default::exdqlm::mcmc","dynamic","dynamic","gausmix","0p05",5000,"default","exdqlm","mcmc","done","FAIL","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0008_dynamic_gausmix_0p05_5000_default_exdqlm_mcmc_fit.rds",9653283717,8.990321,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0008_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0008_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
4,"dynamic::gausmix::0p05::500::default::exdqlm::mcmc","dynamic","dynamic","gausmix","0p05",500,"default","exdqlm","mcmc","done","FAIL","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0004_dynamic_gausmix_0p05_500_default_exdqlm_mcmc_fit.rds",9653206010,8.990249,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0004_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0004_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
33,"dynamic::laplace::0p25::500::default::dqlm::vb","dynamic","dynamic","laplace","0p25",500,"default","dqlm","vb","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0033_dynamic_laplace_0p25_500_default_dqlm_vb_fit.rds",8614232025,8.022629,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0033_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0033_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
37,"dynamic::laplace::0p25::5000::default::dqlm::vb","dynamic","dynamic","laplace","0p25",5000,"default","dqlm","vb","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0037_dynamic_laplace_0p25_5000_default_dqlm_vb_fit.rds",8614202288,8.022601,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0037_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0037_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
41,"dynamic::laplace::0p50::500::default::dqlm::vb","dynamic","dynamic","laplace","0p50",500,"default","dqlm","vb","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0041_dynamic_laplace_0p50_500_default_dqlm_vb_fit.rds",8613416070,8.021869,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0041_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0041_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
45,"dynamic::laplace::0p50::5000::default::dqlm::vb","dynamic","dynamic","laplace","0p50",5000,"default","dqlm","vb","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0045_dynamic_laplace_0p50_5000_default_dqlm_vb_fit.rds",8613407104,8.02186,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0045_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0045_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
34,"dynamic::laplace::0p25::500::default::dqlm::mcmc","dynamic","dynamic","laplace","0p25",500,"default","dqlm","mcmc","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0034_dynamic_laplace_0p25_500_default_dqlm_mcmc_fit.rds",8613014466,8.021495,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0034_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0034_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
38,"dynamic::laplace::0p25::5000::default::dqlm::mcmc","dynamic","dynamic","laplace","0p25",5000,"default","dqlm","mcmc","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/mcmc/row_0038_dynamic_laplace_0p25_5000_default_dqlm_mcmc_fit.rds",8613009299,8.02149,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0038_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0038_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
69,"dynamic::normal::0p50::5000::default::dqlm::vb","dynamic","dynamic","normal","0p50",5000,"default","dqlm","vb","done","PASS","candidate_fit","tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/fits/vb/row_0069_dynamic_normal_0p50_5000_default_dqlm_vb_fit.rds",8613003628,8.021485,TRUE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/plot_summaries/row_0069_plot_summary.csv",FALSE,"tools/merge_reports/full288_refreshed288_20260422_p90_full288_baseline_v1/parameter_summaries/row_0069_parameter_summary.csv",FALSE,TRUE,"extract_plot_summary_before_delete"
