"rebuild_scope","block","family","tau","fit_size","target_prior_semantics","model","inference","target_root_id","target_original_scenario_key","target_original_case_key","evidence_bucket","selected_source_subtype","selected_candidate","selected_variant_tag","legacy_freeze_required","rebuild_required","audit_date"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p05",100,"rhs_ns","al","mcmc","root__static_shrink__normal__tau_0p05__tt_100__rhs_ns","static_shrink::normal::0p05::100::rhs_ns","static_shrink::normal::0p05::100::rhs_ns::al::mcmc","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p05",1000,"rhs_ns","al","mcmc","root__static_shrink__normal__tau_0p05__tt_1000__rhs_ns","static_shrink::normal::0p05::1000::rhs_ns","static_shrink::normal::0p05::1000::rhs_ns::al::mcmc","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p25",100,"rhs_ns","al","mcmc","root__static_shrink__normal__tau_0p25__tt_100__rhs_ns","static_shrink::normal::0p25::100::rhs_ns","static_shrink::normal::0p25::100::rhs_ns::al::mcmc","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p25",1000,"rhs_ns","al","mcmc","root__static_shrink__normal__tau_0p25__tt_1000__rhs_ns","static_shrink::normal::0p25::1000::rhs_ns","static_shrink::normal::0p25::1000::rhs_ns::al::mcmc","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p95",100,"rhs_ns","al","mcmc","root__static_shrink__normal__tau_0p95__tt_100__rhs_ns","static_shrink::normal::0p95::100::rhs_ns","static_shrink::normal::0p95::100::rhs_ns::al::mcmc","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p95",1000,"rhs_ns","al","mcmc","root__static_shrink__normal__tau_0p95__tt_1000__rhs_ns","static_shrink::normal::0p95::1000::rhs_ns","static_shrink::normal::0p95::1000::rhs_ns::al::mcmc","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p05",100,"rhs_ns","exal","mcmc","root__static_shrink__gausmix__tau_0p05__tt_100__rhs_ns","static_shrink::gausmix::0p05::100::rhs_ns","static_shrink::gausmix::0p05::100::rhs_ns::exal::mcmc","rhs_legacy_explicit","static_refresh_nonfail","F080_sub2_s105","static_exal_f080_sub2_s105_rhs_legacy_20260403",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p05",1000,"rhs_ns","exal","mcmc","root__static_shrink__gausmix__tau_0p05__tt_1000__rhs_ns","static_shrink::gausmix::0p05::1000::rhs_ns","static_shrink::gausmix::0p05::1000::rhs_ns::exal::mcmc","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p25",100,"rhs_ns","exal","mcmc","root__static_shrink__gausmix__tau_0p25__tt_100__rhs_ns","static_shrink::gausmix::0p25::100::rhs_ns","static_shrink::gausmix::0p25::100::rhs_ns::exal::mcmc","repaired_ambiguous_nonrhsns","static_residual_broad_default","F085_sub2_s100","failband2_F085_sub2_s100",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p25",1000,"rhs_ns","exal","mcmc","root__static_shrink__gausmix__tau_0p25__tt_1000__rhs_ns","static_shrink::gausmix::0p25::1000::rhs_ns","static_shrink::gausmix::0p25::1000::rhs_ns::exal::mcmc","repaired_ambiguous_nonrhsns","static_residual_broad_default","F085_sub2_s100","failband2_F085_sub2_s100",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p95",100,"rhs_ns","exal","mcmc","root__static_shrink__gausmix__tau_0p95__tt_100__rhs_ns","static_shrink::gausmix::0p95::100::rhs_ns","static_shrink::gausmix::0p95::100::rhs_ns::exal::mcmc","repaired_ambiguous_nonrhsns","static_local_override","F0825_sub2_s100","repairmap6_F0825_sub2_s100",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p95",1000,"rhs_ns","exal","mcmc","root__static_shrink__gausmix__tau_0p95__tt_1000__rhs_ns","static_shrink::gausmix::0p95::1000::rhs_ns","static_shrink::gausmix::0p95::1000::rhs_ns::exal::mcmc","repaired_ambiguous_nonrhsns","static_residual_broad_default","F085_sub2_s100","failband2_F085_sub2_s100",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p05",100,"rhs_ns","exal","mcmc","root__static_shrink__laplace__tau_0p05__tt_100__rhs_ns","static_shrink::laplace::0p05::100::rhs_ns","static_shrink::laplace::0p05::100::rhs_ns::exal::mcmc","rhsns_explicit","static_refresh_nonfail","F080_sub2_s105","static_exal_f080_sub2_s105_rhsns_current_20260403",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p05",1000,"rhs_ns","exal","mcmc","root__static_shrink__laplace__tau_0p05__tt_1000__rhs_ns","static_shrink::laplace::0p05::1000::rhs_ns","static_shrink::laplace::0p05::1000::rhs_ns::exal::mcmc","rhsns_explicit","static_refresh_nonfail","F080_sub2_s105","static_exal_f080_sub2_s105_rhsns_current_20260403",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p25",100,"rhs_ns","exal","mcmc","root__static_shrink__laplace__tau_0p25__tt_100__rhs_ns","static_shrink::laplace::0p25::100::rhs_ns","static_shrink::laplace::0p25::100::rhs_ns::exal::mcmc","rhsns_explicit","static_refresh_nonfail","F080_sub2_s105","static_exal_f080_sub2_s105_rhsns_current_20260403",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p25",1000,"rhs_ns","exal","mcmc","root__static_shrink__laplace__tau_0p25__tt_1000__rhs_ns","static_shrink::laplace::0p25::1000::rhs_ns","static_shrink::laplace::0p25::1000::rhs_ns::exal::mcmc","repaired_ambiguous_nonrhsns","phase2_static_exal_mcmc_exact","row_0236","orig288_sync0p4p0_residual_20260407",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p95",100,"rhs_ns","exal","mcmc","root__static_shrink__laplace__tau_0p95__tt_100__rhs_ns","static_shrink::laplace::0p95::100::rhs_ns","static_shrink::laplace::0p95::100::rhs_ns::exal::mcmc","rhsns_explicit","static_refresh_nonfail","F080_sub2_s105","static_exal_f080_sub2_s105_rhsns_current_20260403",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p95",1000,"rhs_ns","exal","mcmc","root__static_shrink__laplace__tau_0p95__tt_1000__rhs_ns","static_shrink::laplace::0p95::1000::rhs_ns","static_shrink::laplace::0p95::1000::rhs_ns::exal::mcmc","rhs_legacy_explicit","legacy_rhs_refresh","rhs_legacy_refresh_20260329","rhs_legacy_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p05",100,"rhs_ns","exal","mcmc","root__static_shrink__normal__tau_0p05__tt_100__rhs_ns","static_shrink::normal::0p05::100::rhs_ns","static_shrink::normal::0p05::100::rhs_ns::exal::mcmc","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p05",1000,"rhs_ns","exal","mcmc","root__static_shrink__normal__tau_0p05__tt_1000__rhs_ns","static_shrink::normal::0p05::1000::rhs_ns","static_shrink::normal::0p05::1000::rhs_ns::exal::mcmc","rhsns_explicit","phase4_static_shrink_rhsns_mcmc","row_0244","orig288_sync0p4p0_faithful_20260407",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p25",100,"rhs_ns","exal","mcmc","root__static_shrink__normal__tau_0p25__tt_100__rhs_ns","static_shrink::normal::0p25::100::rhs_ns","static_shrink::normal::0p25::100::rhs_ns::exal::mcmc","rhs_legacy_explicit","static_refresh_nonfail","F080_sub2_s105","static_exal_f080_sub2_s105_rhs_legacy_20260403",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p25",1000,"rhs_ns","exal","mcmc","root__static_shrink__normal__tau_0p25__tt_1000__rhs_ns","static_shrink::normal::0p25::1000::rhs_ns","static_shrink::normal::0p25::1000::rhs_ns::exal::mcmc","repaired_ambiguous_nonrhsns","static_local_override","F0845_sub2_s100_histshort","repairmap9_R269_F0845_sub2_s100_histshort_seed2026076269",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p95",100,"rhs_ns","exal","mcmc","root__static_shrink__normal__tau_0p95__tt_100__rhs_ns","static_shrink::normal::0p95::100::rhs_ns","static_shrink::normal::0p95::100::rhs_ns::exal::mcmc","repaired_ambiguous_nonrhsns","static_residual_broad_default","F085_sub2_s100","failband2_F085_sub2_s100",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p95",1000,"rhs_ns","exal","mcmc","root__static_shrink__normal__tau_0p95__tt_1000__rhs_ns","static_shrink::normal::0p95::1000::rhs_ns","static_shrink::normal::0p95::1000::rhs_ns::exal::mcmc","rhsns_explicit","static_refresh_nonfail","F080_sub2_s105","static_exal_f080_sub2_s105_rhsns_current_20260403",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p05",100,"rhs_ns","al","vb","root__static_shrink__gausmix__tau_0p05__tt_100__rhs_ns","static_shrink::gausmix::0p05::100::rhs_ns","static_shrink::gausmix::0p05::100::rhs_ns::al::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p05",1000,"rhs_ns","al","vb","root__static_shrink__gausmix__tau_0p05__tt_1000__rhs_ns","static_shrink::gausmix::0p05::1000::rhs_ns","static_shrink::gausmix::0p05::1000::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p25",100,"rhs_ns","al","vb","root__static_shrink__gausmix__tau_0p25__tt_100__rhs_ns","static_shrink::gausmix::0p25::100::rhs_ns","static_shrink::gausmix::0p25::100::rhs_ns::al::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p25",1000,"rhs_ns","al","vb","root__static_shrink__gausmix__tau_0p25__tt_1000__rhs_ns","static_shrink::gausmix::0p25::1000::rhs_ns","static_shrink::gausmix::0p25::1000::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p95",100,"rhs_ns","al","vb","root__static_shrink__gausmix__tau_0p95__tt_100__rhs_ns","static_shrink::gausmix::0p95::100::rhs_ns","static_shrink::gausmix::0p95::100::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p95",1000,"rhs_ns","al","vb","root__static_shrink__gausmix__tau_0p95__tt_1000__rhs_ns","static_shrink::gausmix::0p95::1000::rhs_ns","static_shrink::gausmix::0p95::1000::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p05",100,"rhs_ns","al","vb","root__static_shrink__laplace__tau_0p05__tt_100__rhs_ns","static_shrink::laplace::0p05::100::rhs_ns","static_shrink::laplace::0p05::100::rhs_ns::al::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p05",1000,"rhs_ns","al","vb","root__static_shrink__laplace__tau_0p05__tt_1000__rhs_ns","static_shrink::laplace::0p05::1000::rhs_ns","static_shrink::laplace::0p05::1000::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p25",100,"rhs_ns","al","vb","root__static_shrink__laplace__tau_0p25__tt_100__rhs_ns","static_shrink::laplace::0p25::100::rhs_ns","static_shrink::laplace::0p25::100::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p25",1000,"rhs_ns","al","vb","root__static_shrink__laplace__tau_0p25__tt_1000__rhs_ns","static_shrink::laplace::0p25::1000::rhs_ns","static_shrink::laplace::0p25::1000::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p95",100,"rhs_ns","al","vb","root__static_shrink__laplace__tau_0p95__tt_100__rhs_ns","static_shrink::laplace::0p95::100::rhs_ns","static_shrink::laplace::0p95::100::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p95",1000,"rhs_ns","al","vb","root__static_shrink__laplace__tau_0p95__tt_1000__rhs_ns","static_shrink::laplace::0p95::1000::rhs_ns","static_shrink::laplace::0p95::1000::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p05",100,"rhs_ns","al","vb","root__static_shrink__normal__tau_0p05__tt_100__rhs_ns","static_shrink::normal::0p05::100::rhs_ns","static_shrink::normal::0p05::100::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p05",1000,"rhs_ns","al","vb","root__static_shrink__normal__tau_0p05__tt_1000__rhs_ns","static_shrink::normal::0p05::1000::rhs_ns","static_shrink::normal::0p05::1000::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p25",100,"rhs_ns","al","vb","root__static_shrink__normal__tau_0p25__tt_100__rhs_ns","static_shrink::normal::0p25::100::rhs_ns","static_shrink::normal::0p25::100::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p25",1000,"rhs_ns","al","vb","root__static_shrink__normal__tau_0p25__tt_1000__rhs_ns","static_shrink::normal::0p25::1000::rhs_ns","static_shrink::normal::0p25::1000::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p95",100,"rhs_ns","al","vb","root__static_shrink__normal__tau_0p95__tt_100__rhs_ns","static_shrink::normal::0p95::100::rhs_ns","static_shrink::normal::0p95::100::rhs_ns::al::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p95",1000,"rhs_ns","al","vb","root__static_shrink__normal__tau_0p95__tt_1000__rhs_ns","static_shrink::normal::0p95::1000::rhs_ns","static_shrink::normal::0p95::1000::rhs_ns::al::vb","baseline_ambiguous","baseline_original","baseline","baseline",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p05",100,"rhs_ns","exal","vb","root__static_shrink__gausmix__tau_0p05__tt_100__rhs_ns","static_shrink::gausmix::0p05::100::rhs_ns","static_shrink::gausmix::0p05::100::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p05",1000,"rhs_ns","exal","vb","root__static_shrink__gausmix__tau_0p05__tt_1000__rhs_ns","static_shrink::gausmix::0p05::1000::rhs_ns","static_shrink::gausmix::0p05::1000::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p25",100,"rhs_ns","exal","vb","root__static_shrink__gausmix__tau_0p25__tt_100__rhs_ns","static_shrink::gausmix::0p25::100::rhs_ns","static_shrink::gausmix::0p25::100::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p25",1000,"rhs_ns","exal","vb","root__static_shrink__gausmix__tau_0p25__tt_1000__rhs_ns","static_shrink::gausmix::0p25::1000::rhs_ns","static_shrink::gausmix::0p25::1000::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p95",100,"rhs_ns","exal","vb","root__static_shrink__gausmix__tau_0p95__tt_100__rhs_ns","static_shrink::gausmix::0p95::100::rhs_ns","static_shrink::gausmix::0p95::100::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","gausmix","0p95",1000,"rhs_ns","exal","vb","root__static_shrink__gausmix__tau_0p95__tt_1000__rhs_ns","static_shrink::gausmix::0p95::1000::rhs_ns","static_shrink::gausmix::0p95::1000::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p05",100,"rhs_ns","exal","vb","root__static_shrink__laplace__tau_0p05__tt_100__rhs_ns","static_shrink::laplace::0p05::100::rhs_ns","static_shrink::laplace::0p05::100::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p05",1000,"rhs_ns","exal","vb","root__static_shrink__laplace__tau_0p05__tt_1000__rhs_ns","static_shrink::laplace::0p05::1000::rhs_ns","static_shrink::laplace::0p05::1000::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p25",100,"rhs_ns","exal","vb","root__static_shrink__laplace__tau_0p25__tt_100__rhs_ns","static_shrink::laplace::0p25::100::rhs_ns","static_shrink::laplace::0p25::100::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p25",1000,"rhs_ns","exal","vb","root__static_shrink__laplace__tau_0p25__tt_1000__rhs_ns","static_shrink::laplace::0p25::1000::rhs_ns","static_shrink::laplace::0p25::1000::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p95",100,"rhs_ns","exal","vb","root__static_shrink__laplace__tau_0p95__tt_100__rhs_ns","static_shrink::laplace::0p95::100::rhs_ns","static_shrink::laplace::0p95::100::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","laplace","0p95",1000,"rhs_ns","exal","vb","root__static_shrink__laplace__tau_0p95__tt_1000__rhs_ns","static_shrink::laplace::0p95::1000::rhs_ns","static_shrink::laplace::0p95::1000::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p05",100,"rhs_ns","exal","vb","root__static_shrink__normal__tau_0p05__tt_100__rhs_ns","static_shrink::normal::0p05::100::rhs_ns","static_shrink::normal::0p05::100::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p05",1000,"rhs_ns","exal","vb","root__static_shrink__normal__tau_0p05__tt_1000__rhs_ns","static_shrink::normal::0p05::1000::rhs_ns","static_shrink::normal::0p05::1000::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
"static_shrink_rhsns_full_rebuild","static_shrink","normal","0p25",100,"rhs_ns","exal","vb","root__static_shrink__normal__tau_0p25__tt_100__rhs_ns","static_shrink::normal::0p25::100::rhs_ns","static_shrink::normal::0p25::100::rhs_ns::exal::vb","rhsns_explicit","current_rhsns_impl_refresh","rhsns_impl_refresh_20260329","rhsns_impl_refresh_20260329",TRUE,TRUE,"2026-04-09"
