"block","family","tau_label","fit_size","prior_semantics","model","original_scenario_key","primary_accuracy_vb","primary_accuracy_mcmc","primary_accuracy_delta_mcmc_minus_vb","coverage_vb","coverage_mcmc","coverage_delta_mcmc_minus_vb","mean_ci_width_vb","mean_ci_width_mcmc","mean_ci_width_delta_mcmc_minus_vb","runtime_sec_vb","runtime_sec_mcmc","runtime_ratio_mcmc_over_vb","gate_vb","gate_mcmc","mcmc_better_accuracy","mcmc_healthier","vb_metric_source","mcmc_metric_source"
"static_shrink","normal","0p05",1000,"rhs_ns","exal","static_shrink::normal::0p05::1000::rhs_ns",0.258601795480292,0.207558711672621,-0.051043083807671,NA,NA,NA,NA,NA,NA,14.207,131.43,9.25107341451397,"PASS","WARN",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p05",1000,"ridge","al","static_shrink::normal::0p05::1000::ridge",0.233058264638726,0.227756540119083,-0.005301724519643,0.269,0.483,0.214,0.162496885253976,0.323763914322691,0.161267029068715,0.272,4.047,14.8786764705882,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p05",1000,"ridge","exal","static_shrink::normal::0p05::1000::ridge",0.266865708624042,0.203802911450112,-0.06306279717393,0.277,0.614,0.337,0.236370425680071,0.392327399929979,0.155956974249908,16.64,63.046,3.78882211538462,"PASS","WARN",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p25",100,"rhs_ns","al","static_shrink::normal::0p25::100::rhs_ns",0.56498240139359,0.444429033907687,-0.120553367485903,NA,NA,NA,NA,NA,NA,1.442,6.461,4.48058252427184,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p25",100,"rhs_ns","exal","static_shrink::normal::0p25::100::rhs_ns",NA,0.313551974917207,NA,NA,NA,NA,NA,NA,NA,28.876,74.232,2.57071616567392,"WARN","WARN",NA,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p25",100,"ridge","al","static_shrink::normal::0p25::100::ridge",0.623780885216213,0.589210475916598,-0.034570409299615,0.51,0.7,0.19,0.877904665905859,1.19133824467206,0.313433578766201,0.0870000000000002,1.052,12.0919540229885,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p25",100,"ridge","exal","static_shrink::normal::0p25::100::ridge",NA,0.450994672739442,NA,NA,0.89,NA,NA,1.41716208319024,NA,13.105,73.105,5.57840518885921,"WARN","WARN",NA,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p25",1000,"rhs_ns","al","static_shrink::normal::0p25::1000::rhs_ns",0.17568440929421,0.172763339548643,-0.002921069745567,NA,NA,NA,NA,NA,NA,0.984,10.04,10.2032520325203,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p25",1000,"rhs_ns","exal","static_shrink::normal::0p25::1000::rhs_ns",NA,0.103419167250588,NA,NA,NA,NA,NA,NA,NA,35.285,133.111,3.77245288366161,"WARN","WARN",NA,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p25",1000,"ridge","al","static_shrink::normal::0p25::1000::ridge",0.184311809432008,0.18339301312476,-0.000918796307248004,0.487,0.716,0.229,0.245774415890244,0.406164144730177,0.160389728839933,0.15,3.767,25.1133333333333,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p25",1000,"ridge","exal","static_shrink::normal::0p25::1000::ridge",NA,0.127438702647447,NA,NA,0.903,NA,NA,0.415765046164309,NA,15.933,58.993,3.70256699930961,"WARN","WARN",NA,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p95",100,"rhs_ns","al","static_shrink::normal::0p95::100::rhs_ns",0.667687321863581,0.63430942373119,-0.033377898132391,NA,NA,NA,NA,NA,NA,1.07,6.836,6.38878504672897,"PASS","PASS",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p95",100,"rhs_ns","exal","static_shrink::normal::0p95::100::rhs_ns",0.465703942626559,0.388585030528027,-0.077118912098532,NA,NA,NA,NA,NA,NA,10.411,68.52,6.58150033618288,"PASS","WARN",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p95",100,"ridge","al","static_shrink::normal::0p95::100::ridge",0.89586719708772,0.688758273724768,-0.207108923362952,0.4,0.87,0.47,0.780569615973304,2.0936983477594,1.3131287317861,0.131,7.747,59.1374045801527,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p95",100,"ridge","exal","static_shrink::normal::0p95::100::ridge",0.461982181458218,0.393245862106415,-0.068736319351803,0.72,0.97,0.25,1.04950098456499,1.59715398134498,0.54765299677999,8.841,94.545,10.6939260264676,"PASS","PASS",TRUE,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p95",1000,"rhs_ns","al","static_shrink::normal::0p95::1000::rhs_ns",0.176780181920657,0.184940024967043,0.00815984304638601,NA,NA,NA,NA,NA,NA,1.06,8.982,8.47358490566038,"PASS","PASS",FALSE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p95",1000,"rhs_ns","exal","static_shrink::normal::0p95::1000::rhs_ns",0.284551306849419,0.22106285437248,-0.063488452476939,NA,NA,NA,NA,NA,NA,14.851,76.62,5.15924853545216,"PASS","WARN",TRUE,FALSE,"rhsns_wave_metrics","rhsns_wave_metrics"
"static_shrink","normal","0p95",1000,"ridge","al","static_shrink::normal::0p95::1000::ridge",0.185970662842196,0.193946617036336,0.00797595419414002,0.377,0.712,0.335,0.191663723603183,0.419842412693811,0.228178689090628,0.278,10.148,36.5035971223022,"PASS","PASS",FALSE,FALSE,"validation_tables","validation_tables"
"static_shrink","normal","0p95",1000,"ridge","exal","static_shrink::normal::0p95::1000::ridge",0.289031323876886,0.206404982656469,-0.082626341220417,0.197,0.595,0.398,0.252597515642689,0.412497733859411,0.159900218216722,13.071,62.346,4.76979573100757,"PASS","WARN",TRUE,FALSE,"validation_tables","validation_tables"
