"block","root_kind","family","tau_label","fit_size","prior_semantics","model","inference","original_case_key","original_scenario_key","gate_overall","healthy","runtime_sec","primary_accuracy","coverage","mean_ci_width","mae","bias","corr","cie","beta_rmse_mean","beta_coverage_gap","metric_source","metric_error"
"static_shrink","static_shrink","normal","0p05",1000,"ridge","al","mcmc","static_shrink::normal::0p05::1000::ridge::al::mcmc","static_shrink::normal::0p05::1000::ridge","PASS",TRUE,4.047,0.227756540119083,0.483,0.323763914322691,0.183995206263027,0.0114474819924145,0.990881524914435,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p05",1000,"ridge","exal","mcmc","static_shrink::normal::0p05::1000::ridge::exal::mcmc","static_shrink::normal::0p05::1000::ridge","WARN",TRUE,63.046,0.203802911450112,0.614,0.392327399929979,0.1697994115452,0.142984300048732,0.996092429480209,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p05",1000,"ridge","al","vb","static_shrink::normal::0p05::1000::ridge::al::vb","static_shrink::normal::0p05::1000::ridge","PASS",TRUE,0.272,0.233058264638726,0.269,0.162496885253976,0.187892511165241,0.0280956245428387,0.990480965470653,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p05",1000,"ridge","exal","vb","static_shrink::normal::0p05::1000::ridge::exal::vb","static_shrink::normal::0p05::1000::ridge","PASS",TRUE,16.64,0.266865708624042,0.277,0.236370425680071,0.223670160589422,0.194142295669923,0.994001401994902,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p25",100,"ridge","al","mcmc","static_shrink::normal::0p25::100::ridge::al::mcmc","static_shrink::normal::0p25::100::ridge","PASS",TRUE,1.052,0.589210475916598,0.7,1.19133824467206,0.459175732211156,-0.0958351032409939,0.96846222072392,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p25",100,"ridge","exal","mcmc","static_shrink::normal::0p25::100::ridge::exal::mcmc","static_shrink::normal::0p25::100::ridge","WARN",TRUE,73.105,0.450994672739442,0.89,1.41716208319024,0.364271199957631,-0.0358084523595165,0.974993528308729,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p25",100,"ridge","al","vb","static_shrink::normal::0p25::100::ridge::al::vb","static_shrink::normal::0p25::100::ridge","PASS",TRUE,0.0870000000000002,0.623780885216213,0.51,0.877904665905859,0.488542705132173,-0.0813661581141811,0.964472962332349,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p25",100,"ridge","exal","vb","static_shrink::normal::0p25::100::ridge::exal::vb","static_shrink::normal::0p25::100::ridge","WARN",TRUE,13.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p25",1000,"ridge","al","mcmc","static_shrink::normal::0p25::1000::ridge::al::mcmc","static_shrink::normal::0p25::1000::ridge","PASS",TRUE,3.767,0.18339301312476,0.716,0.406164144730177,0.1451613170903,-0.0622301328098425,0.994599757410883,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p25",1000,"ridge","exal","mcmc","static_shrink::normal::0p25::1000::ridge::exal::mcmc","static_shrink::normal::0p25::1000::ridge","WARN",TRUE,58.993,0.127438702647447,0.903,0.415765046164309,0.101379093733994,0.0267068682367211,0.997028991388084,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p25",1000,"ridge","al","vb","static_shrink::normal::0p25::1000::ridge::al::vb","static_shrink::normal::0p25::1000::ridge","PASS",TRUE,0.15,0.184311809432008,0.487,0.245774415890244,0.146015688880121,-0.0581393239996547,0.994469844913266,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p25",1000,"ridge","exal","vb","static_shrink::normal::0p25::1000::ridge::exal::vb","static_shrink::normal::0p25::1000::ridge","WARN",TRUE,15.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p95",100,"ridge","al","mcmc","static_shrink::normal::0p95::100::ridge::al::mcmc","static_shrink::normal::0p95::100::ridge","PASS",TRUE,7.747,0.688758273724768,0.87,2.0936983477594,0.552330755493198,0.326527369905982,0.942479139142448,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p95",100,"ridge","exal","mcmc","static_shrink::normal::0p95::100::ridge::exal::mcmc","static_shrink::normal::0p95::100::ridge","PASS",TRUE,94.545,0.393245862106415,0.97,1.59715398134498,0.317677795847881,-0.0057856484344575,0.976279918430183,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p95",100,"ridge","al","vb","static_shrink::normal::0p95::100::ridge::al::vb","static_shrink::normal::0p95::100::ridge","PASS",TRUE,0.131,0.89586719708772,0.4,0.780569615973304,0.691414687137868,0.310967924685063,0.900572333801696,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p95",100,"ridge","exal","vb","static_shrink::normal::0p95::100::ridge::exal::vb","static_shrink::normal::0p95::100::ridge","PASS",TRUE,8.841,0.461982181458218,0.72,1.04950098456499,0.375058659495352,-0.0947336736807506,0.967509580174571,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p95",1000,"ridge","al","mcmc","static_shrink::normal::0p95::1000::ridge::al::mcmc","static_shrink::normal::0p95::1000::ridge","PASS",TRUE,10.148,0.193946617036336,0.712,0.419842412693811,0.155984358433656,0.019605706876488,0.992715674989638,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p95",1000,"ridge","exal","mcmc","static_shrink::normal::0p95::1000::ridge::exal::mcmc","static_shrink::normal::0p95::1000::ridge","WARN",TRUE,62.346,0.206404982656469,0.595,0.412497733859411,0.178250966414697,-0.172181987557842,0.997506797704931,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p95",1000,"ridge","al","vb","static_shrink::normal::0p95::1000::ridge::al::vb","static_shrink::normal::0p95::1000::ridge","PASS",TRUE,0.278,0.185970662842196,0.377,0.191663723603183,0.14885859966488,0.0182144428016415,0.993311377269521,NA,NA,NA,"validation_tables",NA
"static_shrink","static_shrink","normal","0p95",1000,"ridge","exal","vb","static_shrink::normal::0p95::1000::ridge::exal::vb","static_shrink::normal::0p95::1000::ridge","PASS",TRUE,13.071,0.289031323876886,0.197,0.252597515642689,0.253981463453952,-0.247291166681985,0.995950861991763,NA,NA,NA,"validation_tables",NA
