"t","y","mu","q_true_05","q_true_50","q_true_95","q_syn_05","q_syn_50","q_syn_95","window","q_model_p005","q_model_p050","q_model_p095"
4191,-13.4170023905009,-6.48682250659573,-11.4450953026521,-6.48682250659573,-1.52854971053938,-11.308714644312,-6.39547777771303,-1.54712980046489,"forecast",-11.2719966048033,-6.37642927761223,-1.5265436394594
4192,-8.36493645574875,-7.20630225355151,-12.164574984919,-7.20630225355151,-2.24802952218397,-12.2985984426413,-7.64949640659332,-1.97750245462118,"forecast",-12.3717223246191,-7.6630994174703,-2.0406662219295
4193,-6.91156884886194,-7.452936238328,-12.4112089050265,-7.452936238328,-2.49466357162952,-12.6592444382527,-7.5744527958679,-2.94696877723153,"forecast",-12.7649684234851,-7.50583608766685,-2.73626175697241
4194,-5.68118865511528,-7.2159014160305,-12.1741740180796,-7.2159014160305,-2.25762881398138,-12.3386560981154,-7.35579150365605,-2.14999728764804,"forecast",-12.30040096949,-7.3622783952469,-2.3700014626879
4195,-8.66126502165257,-6.48490608400945,-11.4431786214289,-6.48490608400945,-1.52663354658999,-12.1529247173428,-6.54520882759901,-1.75739574289675,"forecast",-11.9088582576458,-6.52103419226017,-2.22572320683797
4196,-5.41667498016243,-5.32115825862809,-10.2794307314376,-5.32115825862809,-0.362885785818544,-10.1504497618795,-4.85576075773495,-0.0717026491902751,"forecast",-10.1718182465652,-4.79891531348525,-0.68255865001401
4197,-1.6525936382159,-3.71833798515447,-8.67661039337398,-3.71833798515447,1.23993442306504,-9.29595369612323,-3.69645789658535,1.84091460587234,"forecast",-9.30190952505745,-3.65479102723216,1.81644649690364
4198,1.33898649385146,-1.75583794905417,-6.7141102927037,-1.75583794905417,3.20243439459535,-6.5517982111939,-1.92528654727605,3.70763908008614,"forecast",-6.76779081053009,-1.92525174117506,3.5428563944647
4199,-1.30185508686029,0.449019732124094,-4.50925254697569,0.449019732124094,5.40729201122388,-4.64710670000078,0.169027777983895,6.15566544096238,"forecast",-4.58292277995321,0.0333182453047205,5.56681845914243
4200,3.87497788610387,2.71485660304988,-2.24341561152067,2.71485660304988,7.67312881762042,-1.86024613104562,2.69872320113748,7.73043479693151,"forecast",-1.82563009506011,2.74940804456919,7.67454428956594
4201,4.44314242590352,4.97935774400946,0.0210855939474097,4.97935774400946,9.9376298940715,0.190590073971774,5.37331073659895,10.300493097575,"forecast",0.256580279148531,5.4288157950016,10.1975707095322
4202,5.84203989792372,7.05869257108794,2.10042048551338,7.05869257108794,12.0169646566625,1.71168488808887,7.52135060956306,12.9035064788755,"forecast",1.53300472552624,7.4854257121411,12.8327066879347
4203,8.85238368270325,8.82875116796865,3.87047914686034,8.82875116796865,13.787023189077,3.38337993311656,9.1871494745883,14.1637316167621,"forecast",3.43546239795039,9.16943897347398,14.2110785424737
4204,8.96454048247396,10.188072721103,5.22980076443951,10.188072721103,15.1463446777666,5.17789366825944,10.597110448349,15.9890656957927,"forecast",5.57845038514314,10.7501415708468,15.9485994367384
4205,9.90470191328095,11.0147631230943,6.05649123085391,11.0147631230943,15.9730350153347,6.47007673531109,11.700597181651,16.6641672178169,"forecast",6.49066951532997,11.6962456089803,16.638111370627
4206,12.0011920137906,11.2519838852175,6.29371205737848,11.2519838852175,16.2102557130566,6.55147802627198,11.4672708032585,17.5534936480794,"forecast",6.5629272272772,11.4396254203637,17.3531958621158
4207,11.6375508177968,10.8790197317364,5.92074796827689,10.8790197317364,15.837291495196,5.43878094587431,11.222048979062,16.8742692624031,"forecast",5.35082652859363,11.2403628052154,16.6815312924889
4208,8.51504911279246,9.87588710680762,4.91761540770565,9.87588710680762,14.8341588059096,5.48402177987435,10.4141466661495,15.7983710977917,"forecast",5.50005648339961,10.382890968744,15.7211474474743
4209,5.15720936895329,8.25625982738215,3.29798819261593,8.25625982738215,13.2145314621484,4.04434931791378,9.230369413008,13.8421523749125,"forecast",4.18333010986218,9.23923596758751,13.9413737737873
4210,4.44353215709666,6.09281490127677,1.13454333082453,6.09281490127677,11.051086471729,1.31838146875117,6.64586683063282,11.3793666003306,"forecast",1.47987484197086,6.75467888387575,11.2298816959069
4211,2.34092028809006,3.5156884402752,-1.44258306588469,3.5156884402752,8.47395994643508,-1.0088339646935,4.02843687326108,9.07462536040291,"forecast",-0.980875340110663,4.00583251063402,9.03242910130718
4212,0.203840934396015,0.639722220779432,-4.31854922110956,0.639722220779432,5.59799366266842,-3.90739894090735,0.797414041205192,6.68074181246119,"forecast",-3.86316231602146,0.66753239732228,6.64262577893257
4213,-1.33246297316606,-2.39102007148465,-7.349291449124,-2.39102007148465,2.5672513061547,-7.63041811380948,-2.13606456565953,3.09384196867016,"forecast",-7.11758579923362,-2.06545738213093,3.01648631442584
4214,-1.53138582788156,-5.41884444714759,-10.3771157605583,-5.41884444714759,-0.460573133736834,-9.72769574583019,-4.99110788519187,0.451454238646431,"forecast",-9.73509081986384,-5.079234934302,0.436849072933538
4215,-7.71302584184894,-8.28078698358837,-13.2390582327913,-8.28078698358837,-3.32251573438539,-12.6824990936343,-8.03703681095179,-3.08232506765662,"forecast",-12.8651145084711,-8.12088066261156,-3.10310745489051
4216,-11.4662812226459,-10.8937211631732,-15.851992348189,-10.8937211631732,-5.93544997815736,-15.232667755461,-10.3659695647871,-5.70573463276111,"forecast",-15.2061989198699,-10.352226720855,-5.8541948587602
4217,-15.3075467097569,-13.110783078209,-18.0690541990581,-13.110783078209,-8.15251195735996,-18.1661005962286,-12.444848116537,-8.29352928197873,"forecast",-18.0878269145752,-12.4586823131619,-8.32856100555065
4218,-16.4425689661153,-14.8339588149345,-19.7922298716371,-14.8339588149345,-9.87568775823182,-19.6693125300643,-14.3937714305123,-9.6663297675395,"forecast",-19.5846905057158,-14.4783019219304,-9.72242769860195
4219,-18.4199466862041,-15.9690396092739,-20.9273106018503,-15.9690396092739,-11.0107686166975,-21.3303106198842,-15.9637862635255,-10.5516218729191,"forecast",-20.7811186325654,-15.9651007186369,-10.8947839009322
4220,-17.9467831672309,-16.4904121842546,-21.4486831127248,-16.4904121842546,-11.5321412557844,-21.3059940099297,-16.4867359497064,-11.5303279706097,"forecast",-21.3330141561005,-16.3220006557214,-11.7601593971457
4221,-17.980156709222,-16.3770512999592,-21.3353221643433,-16.3770512999592,-11.4187804355751,-21.5885836147316,-16.1965488018097,-10.6853997459668,"forecast",-21.4589703554618,-16.2277307622176,-10.7593754710286
4222,-13.4144699895045,-15.6720994382722,-20.6303702385903,-15.6720994382722,-10.7138286379541,-20.7498692290751,-15.7860466425907,-10.9815823965479,"forecast",-20.6857641010089,-15.6654526792538,-11.028050307681
4223,-14.8404640897662,-14.4032588805855,-19.3615296168578,-14.4032588805855,-9.44498814431323,-19.7488355621288,-14.6334030796547,-9.24509257165175,"forecast",-19.5126479075988,-14.6851178778158,-9.32359464964987
4224,-17.5004780164395,-12.7281180190975,-17.6863886913443,-12.7281180190975,-7.76984734685077,-18.8924026924076,-12.768156521361,-7.84001523312186,"forecast",-18.6959329411863,-12.7495872124098,-7.82475901875746
4225,-5.08861636165176,-10.778571230445,-15.7368418386866,-10.778571230445,-5.82030062220335,-15.8882169424483,-11.2667849721239,-6.00774822667969,"forecast",-15.8328372776782,-11.2568967032536,-6.16890066219173
4226,-6.25209862826536,-8.54525558760283,-13.5035261318599,-8.54525558760283,-3.58698504334578,-13.7415966748043,-8.84393471744829,-3.50517523153947,"forecast",-13.6010072716359,-8.8481048844016,-3.85198776823565
4227,-9.69925499956409,-6.30055159192816,-11.2588220722213,-6.30055159192816,-1.34228111163502,-12.2171406143074,-6.59877096710642,-1.68735907260737,"forecast",-11.8309607873694,-6.64408735634381,-1.83558070322013
4228,-3.2764842310468,-4.20265432521606,-9.1609247415661,-4.20265432521606,0.755616091133977,-9.14123035339457,-4.60721676846509,0.774701610242606,"forecast",-8.99441577414602,-4.57966195726883,1.00762709166902
4229,-2.34721922766911,-2.28093189328048,-7.23920224570833,-2.28093189328048,2.67733845914737,-8.51887261177053,-2.54001544276094,2.02398599192939,"forecast",-8.40871730780658,-2.52991095336066,1.99090500958904
4230,-4.58085750892908,-0.693353058644682,-5.65162334717134,-0.693353058644682,4.26491722988197,-5.4496053226893,-1.03046113076556,4.76104119222173,"forecast",-5.415152708895,-1.00998383027732,4.6631830902954
4231,3.21337431261406,0.451670398420027,-4.50659982622647,0.451670398420027,5.40994062306652,-4.48500041809407,0.318570380711437,5.03052351637701,"forecast",-4.5729852813742,0.303936811818557,4.83763734917266
4232,2.90961080976467,1.20231068256636,-3.75595947822101,1.20231068256636,6.16058084335372,-4.07209024917783,1.50276831632185,6.3740306980004,"forecast",-3.97050387627195,1.34677148342396,6.34063831107465
4233,3.93973806637118,1.46482212136965,-3.49344797557958,1.46482212136965,6.42309221831887,-3.89813099635915,1.06636983040538,6.24743191546359,"forecast",-3.64205553732636,1.08911582777416,6.1808383990922
4234,2.02681493644872,1.27007600614537,-3.68819402698661,1.27007600614537,6.22834603927734,-4.43514556620924,0.764856378234396,5.19646668446309,"forecast",-4.47181508502313,0.804262762390523,4.93802488355791
4235,1.7069298789081,0.640232726335208,-4.31803724300027,0.640232726335208,5.59850269567069,-5.6717619012245,-0.140477862737111,4.93769636137927,"forecast",-5.39419827027743,-0.154532694432515,4.79935595963029
4236,6.37468323054834,-0.330260964528557,-5.28853087008814,-0.330260964528557,4.62800894103102,-6.20645858298523,-0.888346760060185,3.9372039715759,"forecast",-6.19562422033798,-0.820338478647332,3.85295904645926
4237,-1.05552819566256,-1.49277624563301,-6.45104608743709,-1.49277624563301,3.46549359617107,-7.18875089503736,-1.87996619065957,2.64448714016685,"forecast",-6.8870103591719,-1.7477156717685,2.80914705044279
4238,-1.05566141729679,-2.84653371434638,-7.80480349241516,-2.84653371434638,2.1117360637224,-8.80613500329297,-3.01582501289858,1.83792107420491,"forecast",-8.77191793029128,-3.00434166972649,1.81022457722982
4239,-5.26039738424031,-4.19423541060638,-9.15250512495986,-4.19423541060638,0.764034303747093,-9.00828489601799,-4.68281554149614,0.473604275554489,"forecast",-8.93107710666931,-4.91172312169202,0.423392416682176
4240,-10.0066883581834,-5.4507371598391,-10.4090068104971,-5.4507371598391,-0.492467509181139,-10.2133794034933,-6.45280879581774,-0.194099346810941,"forecast",-10.1899533106727,-6.48945537200264,-0.424124867302151
4241,-6.18051367239902,-6.5035183636279,-11.46178795061,-6.5035183636279,-1.54524877664582,-11.8957607040159,-6.57813180607855,-1.22371837295184,"forecast",-11.8221613573585,-6.51036895664119,-1.67714651043119
4242,-11.171684300483,-7.17011845462688,-12.1283879779526,-7.17011845462688,-2.2118489313012,-13.0955296563398,-7.60953034824036,-2.43209877930345,"forecast",-13.043179555061,-7.63297261774773,-2.91923550066608
4243,-8.5651924601486,-7.45915000345666,-12.4174194631453,-7.45915000345666,-2.50088054376799,-12.9228714421323,-7.55972396950636,-3.29080661465966,"forecast",-12.6658179147746,-7.59245957617317,-3.35375017845722
4244,-4.31556024403594,-7.25058554037816,-12.2088549364492,-7.25058554037816,-2.29231614430717,-12.3905314291732,-6.97088452944399,-2.83724018018292,"forecast",-12.3474153207119,-6.90875541962166,-2.89382162468792
4245,-6.02346659469496,-6.51589473835093,-11.4741640708236,-6.51589473835093,-1.55762540587828,-12.0193792426438,-6.39661567716691,-1.61092089373889,"forecast",-11.9399579300767,-6.32946524080923,-1.78739878522837
4246,-7.13251075640479,-5.33375840643144,-10.2920276753251,-5.33375840643144,-0.375489137537734,-10.2770054258151,-5.14655302525689,0.2295703722145,"forecast",-10.1980458375998,-5.35111566827912,-0.00537884017337578
4247,-0.827907948786511,-3.75198423345867,-8.71025343879292,-3.75198423345867,1.20628497187559,-8.70305224843204,-3.7985289155054,1.86106688251755,"forecast",-8.44299268460414,-3.99022900644113,1.59021436338218
4248,-3.36729194536377,-1.7837147508046,-6.74198389259904,-1.7837147508046,3.17455439098985,-6.51030136775144,-2.01804490081088,3.68589115727317,"forecast",-6.3395410421386,-2.07526059667308,3.65252720832858
4249,0.772183206504355,0.376686400554386,-4.58158267772008,0.376686400554386,5.33495547882884,-4.71228586553594,0.544093702022107,5.57815318401744,"forecast",-4.66704226307168,0.623539148238193,5.45576398750309
4250,8.94710522432905,2.66602272671739,-2.29224628805712,2.66602272671739,7.62429174149191,-1.59797164965778,3.00454893539863,8.10958949319328,"forecast",-1.54807209026546,2.9643448044101,7.96316483827835
4251,4.0721846446523,4.9833813635762,0.0251124122813771,4.9833813635762,9.94165031487102,0.0235849137640663,5.36104220228109,10.0504877991653,"forecast",0.213169413210792,5.36556357547874,9.63425837354475
4252,3.86498114755335,7.06239687745913,2.10412798962351,7.06239687745913,12.0206657652947,2.73888716005764,7.58354087184239,12.3083351913975,"forecast",2.69822082790232,7.50147245438232,11.9714707894683
4253,9.08688072318775,8.81583847370749,3.85756964931038,8.81583847370749,13.7741072981046,4.008049808661,8.86817922774146,13.8518550015859,"forecast",4.18392838545264,8.84770824078859,13.849634896602
4254,11.768691444727,10.1786839827775,5.22041522179799,10.1786839827775,15.136952743757,5.29472446783592,11.0625479394038,15.5457042424909,"forecast",5.60141318697971,11.1157912118682,15.4867920675952
4255,9.24895785638313,11.0313580710738,6.07308937349085,11.0313580710738,15.9896267686567,5.67912064937445,12.4279023001095,16.5439123739087,"forecast",5.91810829845068,12.5041592536889,16.4370546151578
4256,11.8143806582431,11.258495521093,6.30022688688549,11.258495521093,16.2167641553006,7.03911407907948,11.3416676563425,16.7235898809807,"forecast",7.12197520997058,11.4099062074419,16.6631376980647
4257,10.6697433285921,10.8773126340149,5.91904406316148,10.8773126340149,15.8355812048682,5.82870069773324,10.9904997436599,15.9137104891795,"forecast",6.07453972191599,10.9288576257875,15.7133941151279
4258,7.51938228119025,9.85621294219414,4.89794443467366,9.85621294219414,14.8144814497146,4.10018192067105,10.5045837468254,15.2673711752368,"forecast",4.38510705789586,10.5260920136405,15.1248167753136
4259,9.07489411717237,8.21684064514579,3.25857220093698,8.21684064514579,13.1751090893546,3.58456322885325,8.73430334920107,14.0647753533997,"forecast",3.90287156357811,8.70651920849691,14.1728792070162
4260,7.47759330149761,6.07913459246311,1.12086621154483,6.07913459246311,11.0374029733814,1.2716496270105,6.39762720982265,11.4515026883094,"forecast",1.39924430513746,6.40696690967172,11.4223104588148
4261,2.85870395994751,3.51680244374824,-1.44146587390055,3.51680244374824,8.47507076139702,-1.1374238504891,4.02347460348418,8.66726351250844,"forecast",-1.13525043596427,3.9949987936164,8.64462433330769
4262,2.27274968847588,0.629287469843289,-4.32898078455688,0.629287469843289,5.58755572424345,-3.81482174950614,1.03270544666486,5.4747804050157,"forecast",-3.94166966683444,1.1561384855654,5.44281047984732
4263,1.15421923608644,-2.39973381628573,-7.35800200745798,-2.39973381628573,2.55853437488651,-6.84760054865101,-1.70581677480117,2.90828043696552,"forecast",-6.79070023698495,-1.54702988062771,2.79561270121
4264,0.0106047525155564,-5.42322033009337,-10.3814884580582,-5.42322033009337,-0.46495220212854,-9.88164907241921,-4.95365988772081,0.143910433512645,"forecast",-9.85779215380332,-5.03398213979881,-0.426373987362073
4265,-6.07926764914409,-8.29078825275473,-13.2490563175325,-8.29078825275473,-3.332520187977,-13.7337550871156,-7.45073490248074,-3.07147652704556,"forecast",-13.5404559844765,-7.33381379008558,-2.96810647918731
4266,-13.5593988221737,-10.9086127764804,-15.8668807780912,-10.9086127764804,-5.95034477486969,-17.2970265632613,-11.0866158656547,-5.86694454278211,"forecast",-16.6971350890829,-11.1316957799533,-5.97585078229672
4267,-14.1024176630159,-13.1650022964835,-18.1232702349473,-13.1650022964835,-8.20673435801978,-17.8696402149652,-12.6518941819886,-7.88174842823669,"forecast",-17.8574809152268,-12.6143027135907,-8.39388692541452
4268,-17.0494078317587,-14.8930764570199,-19.8513443323565,-14.8930764570199,-9.93480858168334,-19.8790870919103,-14.8587454073335,-9.90510743598318,"forecast",-19.8339809933111,-14.836513740083,-10.0078103823851
4269,-14.370676058018,-16.0467990457063,-21.0050668579355,-16.0467990457063,-11.0885312334772,-20.4656547814515,-15.6201211035454,-10.8432128631224,"forecast",-20.4319655902011,-15.3716282588711,-10.8826390900613
4270,-16.5353773126317,-16.5383311863971,-21.4965989355385,-16.5383311863971,-11.5800634372557,-22.3518917051876,-16.0751927231553,-11.8718111049832,"forecast",-21.3311675162334,-16.1521168327118,-11.9480542542682
4271,-22.2223258114468,-16.4171691652766,-21.3754368513498,-16.4171691652766,-11.4589014792033,-21.3268391929899,-16.0880326131868,-11.4898554904779,"forecast",-21.2117998782296,-16.0041740858468,-11.5125276243374
4272,-17.0147656414443,-15.7542772312702,-20.7125448542951,-15.7542772312702,-10.7960096082454,-21.0415720230969,-15.9686875429739,-11.1490460452414,"forecast",-20.8456217798319,-15.8483909207379,-11.2665634371894
4273,-17.4184811098307,-14.515227890846,-19.4734954508422,-14.515227890846,-9.55696033084981,-19.7668081360096,-14.6030897966272,-9.04298675368041,"forecast",-19.6993205367195,-14.6305636036572,-9.0724955817725
4274,-15.9720950675653,-12.8531477885178,-17.8114152855051,-12.8531477885178,-7.8948802915305,-17.7700139132503,-12.7196311409876,-8.13405002734418,"forecast",-17.6105758287064,-12.8380001615274,-7.66952289630951
4275,-7.34133894080749,-10.8709779801938,-15.8292454141921,-10.8709779801938,-5.91271054619539,-15.4271615886738,-10.8475376873383,-5.50512213396868,"forecast",-15.6305581752127,-10.8926924116059,-5.37913900876187
4276,-7.98276898665721,-8.63607348992996,-13.5943408609595,-8.63607348992996,-3.67780611890046,-14.0352435798842,-9.18715615855997,-4.06496486638768,"forecast",-13.7442352266124,-9.18272338471969,-4.12159979787777
4277,-10.7846696324465,-6.38003531085925,-11.3383026189401,-6.38003531085925,-1.42176800277846,-11.7544379507221,-6.38144088023529,-0.337655391312229,"forecast",-11.7353496047191,-6.41672192407986,-0.690434239544814
4278,-4.83208624253305,-4.26104408100875,-9.21931132616114,-4.26104408100875,0.697223164143635,-9.27352634279351,-4.45404364138088,1.35871904016759,"forecast",-9.03463663087445,-4.39256682874572,1.33277420262501
4279,-7.58178774871316,-2.32055727075542,-7.27882445299978,-2.32055727075542,2.63770991148894,-7.99983182111911,-3.00096310030256,2.65206459845382,"forecast",-7.70157322044595,-3.09577830079592,2.63461311128671
4280,1.17047645021583,-0.747925079973554,-5.70619219933034,-0.747925079973554,4.21034203938323,-6.33875028810255,-1.19246989379413,4.61940940217515,"forecast",-6.28925100186492,-1.3430662376949,3.93821246707358
4281,-0.506260145872041,0.486952558991216,-4.47131449749848,0.486952558991216,5.44521961548091,-5.19005868872954,0.555240218882554,5.00764498081698,"forecast",-5.09364834420549,0.741915088950034,5.0234768735378
4282,7.34546865239837,1.2334561274765,-3.7248108661666,1.2334561274765,6.1917231211196,-3.85534208787358,0.78929761049205,6.02315166845538,"forecast",-3.74715680201192,0.795358251992943,5.97923299916699
4283,3.48365742542032,1.56532140718618,-3.39294552363075,1.56532140718618,6.52358833800312,-4.29292158592879,1.49728019415185,7.02913877667325,"forecast",-4.2737334084114,1.52339294208493,6.6473057521254
4284,1.83992363550912,1.38593766237597,-3.57232920563516,1.38593766237597,6.34420453038709,-4.31112203450887,0.983217335713401,5.56431733228609,"forecast",-4.36377440706393,0.78476561750626,5.55075036834029
4285,1.41504229152338,0.766375696675465,-4.1918911085501,0.766375696675465,5.72464250190103,-4.36673035761991,0.874688823796796,5.91402087488025,"forecast",-4.57941466669187,0.924944480498899,5.44424662075573
4286,-3.24883711596717,-0.20284423745999,-5.16111097992009,-0.20284423745999,4.7554225050001,-5.29729803625204,-1.19495042824728,4.62386080960744,"forecast",-5.25551443582932,-1.2285803281054,4.36853344617232
4287,0.280908790227683,-1.45950555156341,-6.41777223127795,-1.45950555156341,3.49876112815114,-6.83361934499593,-2.31163092341444,2.71771046350352,"forecast",-6.7978372440153,-2.33182177059273,2.66055550305619
4288,5.00824913575732,-2.80601956174638,-7.76428617873512,-2.80601956174638,2.15224705524236,-8.15127723740064,-3.41091334571149,1.69690353905437,"forecast",-8.10663299339774,-3.38529948643152,1.69275433390929
4289,-5.15521745691129,-4.10604492169348,-9.06431147597598,-4.10604492169348,0.852221632589018,-10.0226499991923,-4.69743506710333,0.702831917849733,"forecast",-9.99539207984556,-4.73885711326571,0.487877240987844
4290,-7.61317008274256,-5.37711458895872,-10.3353810805544,-5.37711458895872,-0.418848097363071,-11.5267628213532,-5.78598811001613,-0.45090538791804,"forecast",-11.496172245241,-5.78296096968418,-0.78283033218481
4291,-6.21418994541055,-6.42653424854953,-11.3848006774776,-6.42653424854953,-1.4682678196215,-11.4503487924167,-7.05838805141829,-1.75145504739264,"forecast",-11.4046252370543,-7.08397740588965,-1.8165305782842
4292,-5.20021721710533,-7.11600097527714,-12.0742673415567,-7.11600097527714,-2.15773460899762,-12.6344619042742,-7.47639998281547,-2.81092232028908,"forecast",-12.4689206994443,-7.55120277711555,-2.80129059679259
4293,-10.2577025765815,-7.37263391792168,-12.3309002215717,-7.37263391792168,-2.41436761427164,-12.9519943802665,-7.64728414947419,-2.3232876606316,"forecast",-12.737187533911,-7.69590072285285,-2.85028851253005
4294,-6.01876666520014,-7.20659986649501,-12.1648661075346,-7.20659986649501,-2.24833362545548,-12.1571343586685,-6.97877767814262,-1.94750300566551,"forecast",-12.0973609440765,-6.95829833260001,-2.02553413526074
4295,-7.72889639655893,-6.51319864313292,-11.4714648215809,-6.51319864313292,-1.55493246468491,-11.2189730456975,-6.57581157699128,-1.53206576496523,"forecast",-11.1728681753432,-6.58764291066375,-1.62335572231603
4296,-4.01669291055258,-5.36870509054638,-10.3269712064219,-5.36870509054638,-0.410438974670874,-10.4659061751178,-4.81798342273444,-0.681772056786596,"forecast",-10.2848987815897,-4.75357263383905,-1.40902108245969
4297,-5.40970043384941,-3.77361255645774,-8.73187860977986,-3.77361255645774,1.18465349686438,-9.02518392530496,-3.8370235935042,1.17803582360709,"forecast",-8.79626940775149,-3.83343508993659,1.04858757909716
4298,-2.1052084533156,-1.85988009785836,-6.81814608864635,-1.85988009785836,3.09838589292962,-7.12793171687762,-1.61725529269646,3.25592325013432,"forecast",-7.09543719305942,-1.43509475685168,3.21656163442303
4299,4.03396938470859,0.309446160663147,-4.6488197676101,0.309446160663147,5.26771208893639,-4.46208791356356,0.453334135956019,5.67976628539282,"forecast",-4.4414694755872,0.381224641483377,5.56470914287677
4300,6.50618453180479,2.63329050585882,-2.32497535991928,2.63329050585882,7.59155637163693,-2.24223977974279,2.94770128415662,7.44043309153509,"forecast",-2.09167362048129,2.90354307031641,7.49903299302356
4301,1.05756382971098,4.93638506972138,-0.0218807335813658,4.93638506972138,9.89465087302412,0.203376907917076,5.27424804114444,10.0354118215698,"forecast",0.370364490323169,5.23482505031781,10.0453181191277
4302,2.39466386367176,7.00205011841449,2.04378437756712,7.00205011841449,11.9603158592619,1.5793848140503,7.39637725451211,12.6365924889592,"forecast",2.21514068937549,7.32662876249677,12.3025091958092
4303,6.98378268679516,8.76297894647721,3.80471326806504,8.76297894647721,13.7212446248894,3.12399227020935,8.96668894774373,14.1311506507676,"forecast",3.39740742681396,8.96625147108696,14.2410082138106
4304,8.72467801835875,10.1322642467934,5.17399863079605,10.1322642467934,15.0905298627907,6.24558667371958,10.6765629087931,15.899525206894,"forecast",6.24603916953076,10.8492608621201,15.7316224094091
4305,4.81127066947979,10.9864371663711,6.02817161276814,10.9864371663711,15.944702719974,6.5426617142332,10.6614229807575,17.5291298546034,"forecast",6.63618878670873,10.6480818812158,16.7005670687322
4306,5.65383742500608,11.2050525577473,6.24678706651822,11.2050525577473,16.1633180489765,6.70903572259157,11.7263380326628,16.9564312116119,"forecast",6.91734838285307,11.7732353413511,16.9745921001784
4307,10.8871597846709,10.8018272360221,5.84356180714613,10.8018272360221,15.7600926648981,6.06102909663667,10.8518135202176,16.2695560208689,"forecast",6.34169874137602,10.9211050590149,15.7999120461397
4308,10.0473624434591,9.82138776147226,4.86312239492878,9.82138776147226,14.7796531280157,5.02897982639458,10.3922837826754,16.0385215642523,"forecast",5.05902982847064,10.2233151377297,15.8448061839511
4309,6.85387535757323,8.24300490054092,3.2847395963093,8.24300490054092,13.2012702047725,3.38816037496821,7.87279492143424,14.0102019406026,"forecast",3.61970389972696,7.78657949907711,13.954323000256
4310,8.28136010855162,6.1164520035991,1.15818676165878,6.1164520035991,11.0747172455394,1.30671544785921,6.43588565699806,11.2661009446508,"forecast",1.47849636034977,6.41515133544545,11.0423438402556
4311,3.0731511466497,3.58833091427169,-1.36993426539779,3.58833091427169,8.54659609394117,-1.32611807746993,4.22793322961581,8.6393823098209,"forecast",-1.26343520488965,4.24767038460219,8.6414742009954
4312,2.81654618449417,0.72149829278489,-4.23676682463408,0.72149829278489,5.67976341020385,-3.69927806895243,1.07345885600036,6.37392310474608,"forecast",-3.65630443651956,1.12123111695517,6.25827132476803
4313,0.202738945092918,-2.29276674857382,-7.25103180376242,-2.29276674857382,2.66549830661479,-7.15273084960467,-2.14956062223903,2.88622294825876,"forecast",-6.95727866949991,-2.11146721920265,2.86814159051074
4314,-6.56080313958989,-5.32529313239822,-10.2835581253765,-5.32529313239822,-0.367028139419975,-10.033523057865,-5.26190583785528,0.500616273906492,"forecast",-10.029888072325,-5.26063251620541,-0.290757411348822
4315,-8.80063068270161,-8.26352827008443,-13.2217932008721,-8.26352827008443,-3.30526333929673,-13.209857035128,-8.12722583445555,-3.30875047179097,"forecast",-12.6521829903223,-7.99541685011979,-3.27419346553405
4316,-7.29386909066123,-10.9202367286087,-15.8785015972255,-10.9202367286087,-5.96197185999188,-15.4928959124809,-10.5985752637938,-5.52745104676244,"forecast",-15.4786099516825,-10.8145275889515,-5.49369848663902
4317,-16.6168724323051,-13.1343340577837,-18.0925988642492,-13.1343340577837,-8.17606925131829,-18.054051476936,-12.8440745337509,-7.5673080489035,"forecast",-18.0708443691686,-12.7823594029513,-8.13574247671164
4318,-11.9175977852387,-14.9087719347977,-19.8670366791312,-14.9087719347977,-9.9505071904642,-20.1365729328281,-14.2871469891607,-10.1267762492391,"forecast",-20.3983721423899,-14.3364655160901,-10.1619203369669
4319,-15.6742596522209,-16.0384611935724,-20.9967258757932,-16.0384611935724,-11.0801965113516,-20.7558873423989,-15.4181151612349,-10.4947628163273,"forecast",-20.6309079258228,-15.3913320637195,-10.5128886394172
4320,-17.0224142075916,-16.5695201306868,-21.5277847508142,-16.5695201306868,-11.6112555105593,-21.2497365622966,-16.8049242637725,-10.9179733064154,"forecast",-21.1944487980296,-16.6397201615823,-11.1620252726249
4321,-20.2033695462363,-16.479191793959,-21.4374563520123,-16.479191793959,-11.5209272359058,-20.9909412576387,-16.5134539499534,-11.3430158548022,"forecast",-21.0026130240951,-16.5277447686906,-11.498148399875
4322,-18.8584125460155,-15.8205153187299,-20.7787798147283,-15.8205153187299,-10.8622508227316,-20.1772936187797,-15.8662601316067,-10.5526480310957,"forecast",-20.2967180564383,-15.7738821351734,-10.7002580652184
4323,-19.1054998252681,-14.6183014614134,-19.5765658953761,-14.6183014614134,-9.66003702745062,-19.0809767449057,-13.9928871487811,-9.21485266950673,"forecast",-19.5013493623195,-14.0079223115265,-9.09071560957288
4324,-11.7367609452868,-12.9846911523919,-17.9429555243384,-12.9846911523919,-8.02642678044537,-17.955550256234,-12.8749159511852,-7.94860908009933,"forecast",-17.9439616878739,-12.8910800604435,-7.9959709758789
4325,-10.7306935851614,-10.9667249256862,-15.924989235636,-10.9667249256862,-6.00846061573641,-15.5231539711964,-10.7561692496085,-5.49369509481827,"forecast",-15.4548433570429,-10.8259221934225,-5.56712851391306
4326,-11.2296339727385,-8.76123705476162,-13.7195013027342,-8.76123705476162,-3.802972806789,-14.5273088361918,-8.59371991116162,-2.72660768759077,"forecast",-14.2652669981047,-8.63025868140542,-3.34233938068029
